"threshold_sd","threshold_days","moving_average_days","majorLossThresh","bic"
2.3,13,16,3,-271.127514708696
2.4,13,16,3,-326.0435740508
2.5,13,16,3,-473.814848588254
2.6,13,16,3,-605.725019536935
2.7,13,16,3,-724.753939653438
2.8,13,16,3,-878.455101900662
2.9,13,16,3,-1135.30180387643
3,13,16,3,-1135.30180387643
3.1,13,16,3,-1135.30180387643
3.2,13,16,3,Inf
3.3,13,16,3,Inf
3.4,13,16,3,Inf
3.5,13,16,3,Inf
3.6,13,16,3,Inf
3.7,13,16,3,Inf
3.8,13,16,3,Inf
3.9,13,16,3,Inf
4,13,16,3,Inf
2,14,16,3,-106.745784154166
2.1,14,16,3,-162.360029049811
2.2,14,16,3,-245.921896704317
2.3,14,16,3,-282.485372649995
2.4,14,16,3,-324.166813912536
2.5,14,16,3,-471.532453428922
2.6,14,16,3,-603.682408873824
2.7,14,16,3,-717.656913693447
2.8,14,16,3,-871.465216507507
2.9,14,16,3,-1131.22751959984
3,14,16,3,-1131.22751959984
3.1,14,16,3,-1131.22751959984
3.2,14,16,3,Inf
3.3,14,16,3,Inf
3.4,14,16,3,Inf
3.5,14,16,3,Inf
3.6,14,16,3,Inf
3.7,14,16,3,Inf
3.8,14,16,3,Inf
3.9,14,16,3,Inf
4,14,16,3,Inf
2,3,17,3,-148.425609370764
2.1,3,17,3,-181.33388209628
2.2,3,17,3,-266.419132566521
2.3,3,17,3,-388.929080855792
2.4,3,17,3,-388.929080855792
2.5,3,17,3,-432.389235138269
2.6,3,17,3,-565.418520234874
2.7,3,17,3,-649.64743571536
2.8,3,17,3,-749.737895033556
2.9,3,17,3,-1176.19210309144
3,3,17,3,Inf
3.1,3,17,3,Inf
3.2,3,17,3,Inf
3.3,3,17,3,Inf
3.4,3,17,3,Inf
3.5,3,17,3,Inf
3.6,3,17,3,Inf
3.7,3,17,3,Inf
3.8,3,17,3,Inf
3.9,3,17,3,Inf
4,3,17,3,Inf
2,4,17,3,-151.383224004048
2.1,4,17,3,-179.872656102127
2.2,4,17,3,-268.653618709972
2.3,4,17,3,-385.417490398965
2.4,4,17,3,-386.391028405314
2.5,4,17,3,-429.38926459305
2.6,4,17,3,-551.758387665117
2.7,4,17,3,-643.360792425462
2.8,4,17,3,-760.221201380937
2.9,4,17,3,-1176.24966681112
3,4,17,3,Inf
3.1,4,17,3,Inf
3.2,4,17,3,Inf
3.3,4,17,3,Inf
3.4,4,17,3,Inf
3.5,4,17,3,Inf
3.6,4,17,3,Inf
3.7,4,17,3,Inf
3.8,4,17,3,Inf
3.9,4,17,3,Inf
4,4,17,3,Inf
2,5,17,3,-150.715199243789
2.1,5,17,3,-174.837144321951
2.2,5,17,3,-266.953595927755
2.3,5,17,3,-381.856926796391
2.4,5,17,3,-382.602257198721
2.5,5,17,3,-433.501651882085
2.6,5,17,3,-553.939585100227
2.7,5,17,3,-636.339436152855
2.8,5,17,3,-748.19268399123
2.9,5,17,3,-1168.78116721187
3,5,17,3,Inf
3.1,5,17,3,Inf
3.2,5,17,3,Inf
3.3,5,17,3,Inf
3.4,5,17,3,Inf
3.5,5,17,3,Inf
3.6,5,17,3,Inf
3.7,5,17,3,Inf
3.8,5,17,3,Inf
3.9,5,17,3,Inf
4,5,17,3,Inf
2,6,17,3,-151.84962082111
2.1,6,17,3,-171.047445864831
2.2,6,17,3,-265.256220916565
2.3,6,17,3,-382.873036848297
2.4,6,17,3,-379.417869487748
2.5,6,17,3,-429.966552437648
2.6,6,17,3,-554.40631659159
2.7,6,17,3,-630.082316727222
2.8,6,17,3,-745.49894551652
2.9,6,17,3,-1162.4282521545
3,6,17,3,Inf
3.1,6,17,3,Inf
3.2,6,17,3,Inf
3.3,6,17,3,Inf
3.4,6,17,3,Inf
3.5,6,17,3,Inf
3.6,6,17,3,Inf
3.7,6,17,3,Inf
3.8,6,17,3,Inf
3.9,6,17,3,Inf
4,6,17,3,Inf
2,7,17,3,-146.719987287632
2.1,7,17,3,-171.664864399955
2.2,7,17,3,-263.561500712025
2.3,7,17,3,-368.644913688098
2.4,7,17,3,-370.343306521956
2.5,7,17,3,-430.319724837415
2.6,7,17,3,-552.284301699758
2.7,7,17,3,-633.523309597627
2.8,7,17,3,-740.891776739584
2.9,7,17,3,-1157.03634651912
3,7,17,3,Inf
3.1,7,17,3,Inf
3.2,7,17,3,Inf
3.3,7,17,3,Inf
3.4,7,17,3,Inf
3.5,7,17,3,Inf
3.6,7,17,3,Inf
3.7,7,17,3,Inf
3.8,7,17,3,Inf
3.9,7,17,3,Inf
4,7,17,3,Inf
2,8,17,3,-149.083933250732
2.1,8,17,3,-174.05424514178
2.2,8,17,3,-261.86944238728
2.3,8,17,3,-378.848930908004
2.4,8,17,3,-375.1682629912
2.5,8,17,3,-425.742440352591
2.6,8,17,3,-552.327173874082
2.7,8,17,3,-627.887441123134
2.8,8,17,3,-736.877661419809
2.9,8,17,3,-1151.93372420983
3,8,17,3,Inf
3.1,8,17,3,Inf
3.2,8,17,3,Inf
3.3,8,17,3,Inf
3.4,8,17,3,Inf
3.5,8,17,3,Inf
3.6,8,17,3,Inf
3.7,8,17,3,Inf
3.8,8,17,3,Inf
3.9,8,17,3,Inf
4,8,17,3,Inf
2,9,17,3,-144.224973119388
2.1,9,17,3,-172.60630099068
2.2,9,17,3,-260.180053053303
2.3,9,17,3,-376.840876149371
2.4,9,17,3,-376.840876149371
2.5,9,17,3,-418.040893045148
2.6,9,17,3,-533.007774403112
2.7,9,17,3,-615.247104318816
2.8,9,17,3,-733.060293269085
2.9,9,17,3,-1147.03050956172
3,9,17,3,Inf
3.1,9,17,3,Inf
3.2,9,17,3,Inf
3.3,9,17,3,Inf
3.4,9,17,3,Inf
3.5,9,17,3,Inf
3.6,9,17,3,Inf
3.7,9,17,3,Inf
3.8,9,17,3,Inf
3.9,9,17,3,Inf
4,9,17,3,Inf
2,10,17,3,-140.096873430975
2.1,10,17,3,-171.16103454181
2.2,10,17,3,-254.603217655467
2.3,10,17,3,-374.83549637196
2.4,10,17,3,-374.83549637196
2.5,10,17,3,-418.770364062593
2.6,10,17,3,-529.937214056519
2.7,10,17,3,-611.476473022382
2.8,10,17,3,-729.185447079109
2.9,10,17,3,-1142.27208911816
3,10,17,3,Inf
3.1,10,17,3,Inf
3.2,10,17,3,Inf
3.3,10,17,3,Inf
3.4,10,17,3,Inf
3.5,10,17,3,Inf
3.6,10,17,3,Inf
3.7,10,17,3,Inf
3.8,10,17,3,Inf
3.9,10,17,3,Inf
4,10,17,3,Inf
2,11,17,3,-136.898230842646
2.1,11,17,3,-169.718452995681
2.2,11,17,3,-253.143999201772
2.3,11,17,3,-372.832798753776
2.4,11,17,3,-372.832798753776
2.5,11,17,3,-419.376959963871
2.6,11,17,3,-531.516534738674
2.7,11,17,3,-612.17159997866
2.8,11,17,3,-725.453253826516
2.9,11,17,3,-1137.62302602768
3,11,17,3,Inf
3.1,11,17,3,Inf
3.2,11,17,3,Inf
3.3,11,17,3,Inf
3.4,11,17,3,Inf
3.5,11,17,3,Inf
3.6,11,17,3,Inf
3.7,11,17,3,Inf
3.8,11,17,3,Inf
3.9,11,17,3,Inf
4,11,17,3,Inf
2,12,17,3,-136.340329720595
2.1,12,17,3,-168.278563591693
2.2,12,17,3,-247.851358848344
2.3,12,17,3,-361.98029765829
2.4,12,17,3,-370.832790511465
2.5,12,17,3,-416.602760451492
2.6,12,17,3,-529.061670866807
2.7,12,17,3,-609.332731697229
2.8,12,17,3,-721.834332099063
2.9,12,17,3,-1133.0591480637
3,12,17,3,Inf
3.1,12,17,3,Inf
3.2,12,17,3,Inf
3.3,12,17,3,Inf
3.4,12,17,3,Inf
3.5,12,17,3,Inf
3.6,12,17,3,Inf
3.7,12,17,3,Inf
3.8,12,17,3,Inf
3.9,12,17,3,Inf
4,12,17,3,Inf
2,13,17,3,-127.353618917741
2.1,13,17,3,-163.475973363475
2.2,13,17,3,-246.884389875778
2.3,13,17,3,-360.422647498617
2.4,13,17,3,-368.835478900632
2.5,13,17,3,-413.994363762437
2.6,13,17,3,-523.00056868063
2.7,13,17,3,-606.682785277229
2.8,13,17,3,-718.491096898774
2.9,13,17,3,-1128.59918692428
3,13,17,3,Inf
3.1,13,17,3,Inf
3.2,13,17,3,Inf
3.3,13,17,3,Inf
3.4,13,17,3,Inf
3.5,13,17,3,Inf
3.6,13,17,3,Inf
3.7,13,17,3,Inf
3.8,13,17,3,Inf
3.9,13,17,3,Inf
4,13,17,3,Inf
2,14,17,3,-127.89817873572
2.1,14,17,3,-165.406890364128
2.2,14,17,3,-245.921896704317
2.3,14,17,3,-355.109662730334
2.4,14,17,3,-366.840871216156
2.5,14,17,3,-411.454512526408
2.6,14,17,3,-521.078751951304
2.7,14,17,3,-603.934820016145
2.8,14,17,3,-719.107469393731
2.9,14,17,3,-1128.1151289637
3,14,17,3,Inf
3.1,14,17,3,Inf
3.2,14,17,3,Inf
3.3,14,17,3,Inf
3.4,14,17,3,Inf
3.5,14,17,3,Inf
3.6,14,17,3,Inf
3.7,14,17,3,Inf
3.8,14,17,3,Inf
3.9,14,17,3,Inf
4,14,17,3,Inf
2,3,18,3,-132.406639134922
2.1,3,18,3,-234.292708474873
2.2,3,18,3,-270.356282264822
2.3,3,18,3,-305.736506533773
2.4,3,18,3,-438.918045530014
2.5,3,18,3,-438.918045530014
2.6,3,18,3,-496.786294369784
2.7,3,18,3,-565.418520234874
2.8,3,18,3,-754.783662842821
2.9,3,18,3,-753.290880651803
3,3,18,3,-1176.19210309144
3.1,3,18,3,Inf
3.2,3,18,3,Inf
3.3,3,18,3,Inf
3.4,3,18,3,Inf
3.5,3,18,3,Inf
3.6,3,18,3,Inf
3.7,3,18,3,Inf
3.8,3,18,3,Inf
3.9,3,18,3,Inf
4,3,18,3,Inf
2,4,18,3,-131.079167906046
2.1,4,18,3,-236.533407845663
2.2,4,18,3,-268.653618709972
2.3,4,18,3,-303.938456510168
2.4,4,18,3,-436.796446745188
2.5,4,18,3,-433.938482801869
2.6,4,18,3,-489.868998345837
2.7,4,18,3,-561.97647022765
2.8,4,18,3,-761.14719153819
2.9,4,18,3,-762.910572121448
3,4,18,3,-1178.79249828829
3.1,4,18,3,Inf
3.2,4,18,3,Inf
3.3,4,18,3,Inf
3.4,4,18,3,Inf
3.5,4,18,3,Inf
3.6,4,18,3,Inf
3.7,4,18,3,Inf
3.8,4,18,3,Inf
3.9,4,18,3,Inf
4,4,18,3,Inf
2,5,18,3,-126.319683833662
2.1,5,18,3,-227.481885905077
2.2,5,18,3,-266.953595927755
2.3,5,18,3,-302.143046846256
2.4,5,18,3,-432.75407718312
2.5,5,18,3,-433.501651882085
2.6,5,18,3,-484.926400279283
2.7,5,18,3,-556.462393715516
2.8,5,18,3,-753.985042425252
2.9,5,18,3,-758.418620504696
3,5,18,3,-1170.66949362453
3.1,5,18,3,Inf
3.2,5,18,3,Inf
3.3,5,18,3,Inf
3.4,5,18,3,Inf
3.5,5,18,3,Inf
3.6,5,18,3,Inf
3.7,5,18,3,Inf
3.8,5,18,3,Inf
3.9,5,18,3,Inf
4,5,18,3,Inf
2,6,18,3,-121.06720209167
2.1,6,18,3,-226.906713609643
2.2,6,18,3,-248.634170233349
2.3,6,18,3,-300.350284537069
2.4,6,18,3,-425.416949333956
2.5,6,18,3,-424.127513840698
2.6,6,18,3,-489.866902990733
2.7,6,18,3,-551.037010050652
2.8,6,18,3,-747.768872555197
2.9,6,18,3,-751.563768311768
3,6,18,3,-1163.91606237564
3.1,6,18,3,Inf
3.2,6,18,3,Inf
3.3,6,18,3,Inf
3.4,6,18,3,Inf
3.5,6,18,3,Inf
3.6,6,18,3,Inf
3.7,6,18,3,Inf
3.8,6,18,3,Inf
3.9,6,18,3,Inf
4,6,18,3,Inf
2,7,18,3,-123.755735147712
2.1,7,18,3,-229.832643936542
2.2,7,18,3,-247.136652198914
2.3,7,18,3,-290.756415886665
2.4,7,18,3,-424.020402546026
2.5,7,18,3,-418.014468148025
2.6,7,18,3,-485.589421901553
2.7,7,18,3,-549.592342084897
2.8,7,18,3,-758.794165532162
2.9,7,18,3,-750.476005635555
3,7,18,3,-1158.37713152263
3.1,7,18,3,Inf
3.2,7,18,3,Inf
3.3,7,18,3,Inf
3.4,7,18,3,Inf
3.5,7,18,3,Inf
3.6,7,18,3,Inf
3.7,7,18,3,Inf
3.8,7,18,3,Inf
3.9,7,18,3,Inf
4,7,18,3,Inf
2,8,18,3,-125.795788348687
2.1,8,18,3,-226.985683126565
2.2,8,18,3,-261.86944238728
2.3,8,18,3,-284.297911113988
2.4,8,18,3,-424.573903402294
2.5,8,18,3,-414.346866092822
2.6,8,18,3,-481.217498500798
2.7,8,18,3,-553.44486581385
2.8,8,18,3,-753.301260050899
2.9,8,18,3,-746.083441520692
3,8,18,3,-1153.16587734963
3.1,8,18,3,Inf
3.2,8,18,3,Inf
3.3,8,18,3,Inf
3.4,8,18,3,Inf
3.5,8,18,3,Inf
3.6,8,18,3,Inf
3.7,8,18,3,Inf
3.8,8,18,3,Inf
3.9,8,18,3,Inf
4,8,18,3,Inf
2,9,18,3,-120.752295461017
2.1,9,18,3,-225.165424578723
2.2,9,18,3,-260.180053053303
2.3,9,18,3,-294.987952247832
2.4,9,18,3,-426.028326368471
2.5,9,18,3,-411.137750692758
2.6,9,18,3,-469.689150386153
2.7,9,18,3,-549.952985340441
2.8,9,18,3,-748.330615701941
2.9,9,18,3,-741.973802860139
3,9,18,3,-1148.17698645187
3.1,9,18,3,Inf
3.2,9,18,3,Inf
3.3,9,18,3,Inf
3.4,9,18,3,Inf
3.5,9,18,3,Inf
3.6,9,18,3,Inf
3.7,9,18,3,Inf
3.8,9,18,3,Inf
3.9,9,18,3,Inf
4,9,18,3,Inf
2,10,18,3,-119.357068399349
2.1,10,18,3,-220.15939302878
2.2,10,18,3,-254.603217655467
2.3,10,18,3,-293.205850056161
2.4,10,18,3,-423.889359813271
2.5,10,18,3,-417.126970457099
2.6,10,18,3,-470.29315978815
2.7,10,18,3,-534.31363519355
2.8,10,18,3,-740.205399892929
2.9,10,18,3,-738.07117717451
3,10,18,3,-1143.34770671287
3.1,10,18,3,Inf
3.2,10,18,3,Inf
3.3,10,18,3,Inf
3.4,10,18,3,Inf
3.5,10,18,3,Inf
3.6,10,18,3,Inf
3.7,10,18,3,Inf
3.8,10,18,3,Inf
3.9,10,18,3,Inf
4,10,18,3,Inf
2,11,18,3,-118.063640316274
2.1,11,18,3,-219.867331284377
2.2,11,18,3,-249.520891402966
2.3,11,18,3,-291.426430758232
2.4,11,18,3,-421.753075115049
2.5,11,18,3,-421.753075115049
2.6,11,18,3,-474.530965856947
2.7,11,18,3,-539.66588279689
2.8,11,18,3,-736.274305903451
2.9,11,18,3,-734.32483018115
3,11,18,3,-1138.63797430063
3.1,11,18,3,Inf
3.2,11,18,3,Inf
3.3,11,18,3,Inf
3.4,11,18,3,Inf
3.5,11,18,3,Inf
3.6,11,18,3,Inf
3.7,11,18,3,Inf
3.8,11,18,3,Inf
3.9,11,18,3,Inf
4,11,18,3,Inf
2,12,18,3,-117.356721047723
2.1,12,18,3,-217.637089855341
2.2,12,18,3,-247.851358848344
2.3,12,18,3,-289.649701576744
2.4,12,18,3,-419.619479487971
2.5,12,18,3,-419.619479487971
2.6,12,18,3,-476.099947097894
2.7,12,18,3,-532.95084105024
2.8,12,18,3,-732.502875932238
2.9,12,18,3,-730.699569113649
3,12,18,3,-1134.02081443104
3.1,12,18,3,Inf
3.2,12,18,3,Inf
3.3,12,18,3,Inf
3.4,12,18,3,Inf
3.5,12,18,3,Inf
3.6,12,18,3,Inf
3.7,12,18,3,Inf
3.8,12,18,3,Inf
3.9,12,18,3,Inf
4,12,18,3,Inf
2,13,18,3,-113.102581433571
2.1,13,18,3,-219.884825731993
2.2,13,18,3,-246.884389875778
2.3,13,18,3,-284.138915396563
2.4,13,18,3,-417.488580185135
2.5,13,18,3,-417.488580185135
2.6,13,18,3,-473.814848588254
2.7,13,18,3,-530.538554505361
2.8,13,18,3,-729.14570031251
2.9,13,18,3,-727.270663200428
3,13,18,3,-1129.54639751936
3.1,13,18,3,Inf
3.2,13,18,3,Inf
3.3,13,18,3,Inf
3.4,13,18,3,Inf
3.5,13,18,3,Inf
3.6,13,18,3,Inf
3.7,13,18,3,Inf
3.8,13,18,3,Inf
3.9,13,18,3,Inf
4,13,18,3,Inf
2,14,18,3,-107.96083472072
2.1,14,18,3,-214.761234390614
2.2,14,18,3,-243.354270531957
2.3,14,18,3,-278.877333736831
2.4,14,18,3,-406.606496582306
2.5,14,18,3,-415.360384498883
2.6,14,18,3,-471.532453428922
2.7,14,18,3,-528.172242661109
2.8,14,18,3,-725.862173866196
2.9,14,18,3,-723.894717380776
3,14,18,3,-1125.12581214227
3.1,14,18,3,Inf
3.2,14,18,3,Inf
3.3,14,18,3,Inf
3.4,14,18,3,Inf
3.5,14,18,3,Inf
3.6,14,18,3,Inf
3.7,14,18,3,Inf
3.8,14,18,3,Inf
3.9,14,18,3,Inf
4,14,18,3,Inf
2,3,19,3,-128.652445773279
2.1,3,19,3,-181.33388209628
2.2,3,19,3,-270.356282264822
2.3,3,19,3,-270.356282264822
2.4,3,19,3,-305.736506533773
2.5,3,19,3,-438.918045530014
2.6,3,19,3,-496.786294369784
2.7,3,19,3,-562.448767817343
2.8,3,19,3,-646.074380025534
2.9,3,19,3,-753.533918312085
3,3,19,3,-912.483572575428
3.1,3,19,3,-1176.19210309144
3.2,3,19,3,Inf
3.3,3,19,3,Inf
3.4,3,19,3,Inf
3.5,3,19,3,Inf
3.6,3,19,3,Inf
3.7,3,19,3,Inf
3.8,3,19,3,Inf
3.9,3,19,3,Inf
4,3,19,3,Inf
2,4,19,3,-131.079167906046
2.1,4,19,3,-176.030637434042
2.2,4,19,3,-268.653618709972
2.3,4,19,3,-268.653618709972
2.4,4,19,3,-300.33265969877
2.5,4,19,3,-437.725522616361
2.6,4,19,3,-489.262325700845
2.7,4,19,3,-558.393679851055
2.8,4,19,3,-648.010581024925
2.9,4,19,3,-746.932816660024
3,4,19,3,-906.240478552741
3.1,4,19,3,-1183.86473367022
3.2,4,19,3,Inf
3.3,4,19,3,Inf
3.4,4,19,3,Inf
3.5,4,19,3,Inf
3.6,4,19,3,Inf
3.7,4,19,3,Inf
3.8,4,19,3,Inf
3.9,4,19,3,Inf
4,4,19,3,Inf
2,5,19,3,-126.63863672877
2.1,5,19,3,-166.822435367474
2.2,5,19,3,-266.953595927755
2.3,5,19,3,-266.953595927755
2.4,5,19,3,-302.143046846256
2.5,5,19,3,-433.501651882085
2.6,5,19,3,-484.672243499799
2.7,5,19,3,-556.579590776636
2.8,5,19,3,-643.430447943015
2.9,5,19,3,-745.775264860968
3,5,19,3,-899.106927801366
3.1,5,19,3,-1174.67424900469
3.2,5,19,3,Inf
3.3,5,19,3,Inf
3.4,5,19,3,Inf
3.5,5,19,3,Inf
3.6,5,19,3,Inf
3.7,5,19,3,Inf
3.8,5,19,3,Inf
3.9,5,19,3,Inf
4,5,19,3,Inf
2,6,19,3,-121.544575511715
2.1,6,19,3,-170.650753845009
2.2,6,19,3,-263.415668645708
2.3,6,19,3,-265.256220916565
2.4,6,19,3,-300.350284537069
2.5,6,19,3,-422.448389574837
2.6,6,19,3,-485.019340627527
2.7,6,19,3,-551.765696646541
2.8,6,19,3,-639.460716146712
2.9,6,19,3,-745.599723240702
3,6,19,3,-893.162079263489
3.1,6,19,3,-1167.22314840467
3.2,6,19,3,Inf
3.3,6,19,3,Inf
3.4,6,19,3,Inf
3.5,6,19,3,Inf
3.6,6,19,3,Inf
3.7,6,19,3,Inf
3.8,6,19,3,Inf
3.9,6,19,3,Inf
4,6,19,3,Inf
2,7,19,3,-123.271937304021
2.1,7,19,3,-171.888422366077
2.2,7,19,3,-259.424190823933
2.3,7,19,3,-263.561500712025
2.4,7,19,3,-290.756415886665
2.5,7,19,3,-422.348501347346
2.6,7,19,3,-484.229911773486
2.7,7,19,3,-549.933471109661
2.8,7,19,3,-634.533548259219
2.9,7,19,3,-750.476005635555
3,7,19,3,-892.282316693291
3.1,7,19,3,-1161.45357551297
3.2,7,19,3,Inf
3.3,7,19,3,Inf
3.4,7,19,3,Inf
3.5,7,19,3,Inf
3.6,7,19,3,Inf
3.7,7,19,3,Inf
3.8,7,19,3,Inf
3.9,7,19,3,Inf
4,7,19,3,Inf
2,8,19,3,-125.795788348687
2.1,8,19,3,-174.05424514178
2.2,8,19,3,-259.949091730031
2.3,8,19,3,-261.86944238728
2.4,8,19,3,-296.772730149253
2.5,8,19,3,-418.23331872882
2.6,8,19,3,-480.149169130061
2.7,8,19,3,-553.44486581385
2.8,8,19,3,-630.352307942377
2.9,8,19,3,-746.083441520692
3,8,19,3,-887.945794246813
3.1,8,19,3,-1156.05685478663
3.2,8,19,3,Inf
3.3,8,19,3,Inf
3.4,8,19,3,Inf
3.5,8,19,3,Inf
3.6,8,19,3,Inf
3.7,8,19,3,Inf
3.8,8,19,3,Inf
3.9,8,19,3,Inf
4,8,19,3,Inf
2,9,19,3,-121.05407838382
2.1,9,19,3,-164.977081479663
2.2,9,19,3,-257.197716161685
2.3,9,19,3,-260.180053053303
2.4,9,19,3,-294.987952247832
2.5,9,19,3,-414.937034339486
2.6,9,19,3,-472.623694721929
2.7,9,19,3,-549.952985340441
2.8,9,19,3,-630.595930607406
2.9,9,19,3,-741.973802860139
3,9,19,3,-892.006560854104
3.1,9,19,3,-1150.9119929058
3.2,9,19,3,Inf
3.3,9,19,3,Inf
3.4,9,19,3,Inf
3.5,9,19,3,Inf
3.6,9,19,3,Inf
3.7,9,19,3,Inf
3.8,9,19,3,Inf
3.9,9,19,3,Inf
4,9,19,3,Inf
2,10,19,3,-115.501140381137
2.1,10,19,3,-163.732815705609
2.2,10,19,3,-258.493339859196
2.3,10,19,3,-258.493339859196
2.4,10,19,3,-293.205850056161
2.5,10,19,3,-412.512270757699
2.6,10,19,3,-469.486740806679
2.7,10,19,3,-546.64903775375
2.8,10,19,3,-627.397379083041
2.9,10,19,3,-738.07117717451
3,10,19,3,-888.614667445952
3.1,10,19,3,-1145.94755264846
3.2,10,19,3,Inf
3.3,10,19,3,Inf
3.4,10,19,3,Inf
3.5,10,19,3,Inf
3.6,10,19,3,Inf
3.7,10,19,3,Inf
3.8,10,19,3,Inf
3.9,10,19,3,Inf
4,10,19,3,Inf
2,11,19,3,-121.861283002606
2.1,11,19,3,-165.880255418694
2.2,11,19,3,-249.033951154517
2.3,11,19,3,-248.894239056823
2.4,11,19,3,-291.426430758232
2.5,11,19,3,-409.126640513176
2.6,11,19,3,-474.530965856947
2.7,11,19,3,-543.488250315069
2.8,11,19,3,-624.286436290527
2.9,11,19,3,-734.32483018115
3,11,19,3,-885.225455006569
3.1,11,19,3,-1141.11823724338
3.2,11,19,3,Inf
3.3,11,19,3,Inf
3.4,11,19,3,Inf
3.5,11,19,3,Inf
3.6,11,19,3,Inf
3.7,11,19,3,Inf
3.8,11,19,3,Inf
3.9,11,19,3,Inf
4,11,19,3,Inf
2,12,19,3,-114.125898803075
2.1,12,19,3,-165.351722997505
2.2,12,19,3,-247.940044762279
2.3,12,19,3,-247.864077716674
2.4,12,19,3,-289.649701576744
2.5,12,19,3,-406.60599648063
2.6,12,19,3,-476.099947097894
2.7,12,19,3,-540.439364522373
2.8,12,19,3,-625.311253519477
2.9,12,19,3,-730.699569113649
3,12,19,3,-881.83893074288
3.1,12,19,3,-1136.39369550949
3.2,12,19,3,Inf
3.3,12,19,3,Inf
3.4,12,19,3,Inf
3.5,12,19,3,Inf
3.6,12,19,3,Inf
3.7,12,19,3,Inf
3.8,12,19,3,Inf
3.9,12,19,3,Inf
4,12,19,3,Inf
2,13,19,3,-114.342865252805
2.1,13,19,3,-163.202595659416
2.2,13,19,3,-246.915330272719
2.3,13,19,3,-246.915330272719
2.4,13,19,3,-279.963193532808
2.5,13,19,3,-400.485704243745
2.6,13,19,3,-471.08392261018
2.7,13,19,3,-537.543501789043
2.8,13,19,3,-622.620615830956
2.9,13,19,3,-727.270663200428
3,13,19,3,-878.455101900662
3.1,13,19,3,-1131.8746282629
3.2,13,19,3,Inf
3.3,13,19,3,Inf
3.4,13,19,3,Inf
3.5,13,19,3,Inf
3.6,13,19,3,Inf
3.7,13,19,3,Inf
3.8,13,19,3,Inf
3.9,13,19,3,Inf
4,13,19,3,Inf
2,14,19,3,-109.336194181743
2.1,14,19,3,-165.406890364128
2.2,14,19,3,-235.035978066753
2.3,14,19,3,-243.436150830785
2.4,14,19,3,-278.850597511414
2.5,14,19,3,-406.606496582306
2.6,14,19,3,-468.305853235575
2.7,14,19,3,-534.703706303417
2.8,14,19,3,-619.93268108791
2.9,14,19,3,-723.894717380776
3,14,19,3,-875.073975764859
3.1,14,19,3,-1127.41633646094
3.2,14,19,3,Inf
3.3,14,19,3,Inf
3.4,14,19,3,Inf
3.5,14,19,3,Inf
3.6,14,19,3,Inf
3.7,14,19,3,Inf
3.8,14,19,3,Inf
3.9,14,19,3,Inf
4,14,19,3,Inf
2,3,20,3,-103.787779804819
2.1,3,20,3,-208.606491816052
2.2,3,20,3,-234.292708474873
2.3,3,20,3,-305.736506533773
2.4,3,20,3,-385.313148906374
2.5,3,20,3,-386.120659158444
2.6,3,20,3,-496.786294369784
2.7,3,20,3,-646.239026329467
2.8,3,20,3,-646.239026329467
2.9,3,20,3,-646.239026329467
3,3,20,3,-756.846940628193
3.1,3,20,3,-915.191192926378
3.2,3,20,3,Inf
3.3,3,20,3,Inf
3.4,3,20,3,Inf
3.5,3,20,3,Inf
3.6,3,20,3,Inf
3.7,3,20,3,Inf
3.8,3,20,3,Inf
3.9,3,20,3,Inf
4,3,20,3,Inf
2,4,20,3,-98.1552632767993
2.1,4,20,3,-207.071058159124
2.2,4,20,3,-236.533407845663
2.3,4,20,3,-303.938456510168
2.4,4,20,3,-384.3687491999
2.5,4,20,3,-381.739803817642
2.6,4,20,3,-487.833868675667
2.7,4,20,3,-650.829505224117
2.8,4,20,3,-648.346801773304
2.9,4,20,3,-644.425101159434
3,4,20,3,-751.910019774591
3.1,4,20,3,-910.367305027323
3.2,4,20,3,Inf
3.3,4,20,3,Inf
3.4,4,20,3,Inf
3.5,4,20,3,Inf
3.6,4,20,3,Inf
3.7,4,20,3,Inf
3.8,4,20,3,Inf
3.9,4,20,3,Inf
4,4,20,3,Inf
2,5,20,3,-103.080635679284
2.1,5,20,3,-195.747809779305
2.2,5,20,3,-226.660393634808
2.3,5,20,3,-302.143046846256
2.4,5,20,3,-381.011783354227
2.5,5,20,3,-381.96935095514
2.6,5,20,3,-492.170723002353
2.7,5,20,3,-644.002303757625
2.8,5,20,3,-640.570852321915
2.9,5,20,3,-643.599518754675
3,5,20,3,-746.728557780633
3.1,5,20,3,-903.603606195659
3.2,5,20,3,Inf
3.3,5,20,3,Inf
3.4,5,20,3,Inf
3.5,5,20,3,Inf
3.6,5,20,3,Inf
3.7,5,20,3,Inf
3.8,5,20,3,Inf
3.9,5,20,3,Inf
4,5,20,3,Inf
2,6,20,3,-94.1209837900617
2.1,6,20,3,-195.475551363358
2.2,6,20,3,-225.699503753623
2.3,6,20,3,-300.350284537069
2.4,6,20,3,-379.064790568823
2.5,6,20,3,-379.064790568823
2.6,6,20,3,-488.209079604784
2.7,6,20,3,-638.38188704124
2.8,6,20,3,-638.537785096848
2.9,6,20,3,-639.578251345985
3,6,20,3,-746.285879745133
3.1,6,20,3,-897.819418496789
3.2,6,20,3,Inf
3.3,6,20,3,Inf
3.4,6,20,3,Inf
3.5,6,20,3,Inf
3.6,6,20,3,Inf
3.7,6,20,3,Inf
3.8,6,20,3,Inf
3.9,6,20,3,Inf
4,6,20,3,Inf
