"threshold_sd","threshold_days","moving_average_days","majorLossThresh","bic"
2.4,6,33,1,-379.334169476794
2.5,6,33,1,-376.037108972225
2.6,6,33,1,-430.1732912998
2.7,6,33,1,-491.691209151321
2.8,6,33,1,-562.419973559844
2.9,6,33,1,-562.419973559844
3,6,33,1,-562.419973559844
3.1,6,33,1,-650.048587039276
3.2,6,33,1,-641.839427716351
3.3,6,33,1,-747.331212378205
3.4,6,33,1,-746.448445192287
3.5,6,33,1,-902.198255398157
3.6,6,33,1,-1163.89706273335
3.7,6,33,1,-1163.89706273335
3.8,6,33,1,Inf
3.9,6,33,1,Inf
4,6,33,1,Inf
2,7,33,1,-203.474879169489
2.1,7,33,1,-199.191312320753
2.2,7,33,1,-337.399561953848
2.3,7,33,1,-384.181593103367
2.4,7,33,1,-381.71371388715
2.5,7,33,1,-381.71371388715
2.6,7,33,1,-433.112835264563
2.7,7,33,1,-487.659464763008
2.8,7,33,1,-557.821383859908
2.9,7,33,1,-546.08785422957
3,7,33,1,-546.337709539489
3.1,7,33,1,-644.655443850024
3.2,7,33,1,-637.817310042892
3.3,7,33,1,-742.700170807476
3.4,7,33,1,-744.239552487898
3.5,7,33,1,-905.143972922226
3.6,7,33,1,-1159.80401153909
3.7,7,33,1,-1159.80401153909
3.8,7,33,1,Inf
3.9,7,33,1,Inf
4,7,33,1,Inf
2,8,33,1,-200.297110586583
2.1,8,33,1,-198.7233073353
2.2,8,33,1,-334.070390298386
2.3,8,33,1,-380.300279125001
2.4,8,33,1,-378.295664068612
2.5,8,33,1,-378.295664068612
2.6,8,33,1,-429.323304614786
2.7,8,33,1,-484.082481368159
2.8,8,33,1,-553.76980978362
2.9,8,33,1,-541.682241172222
3,8,33,1,-541.864878200942
3.1,8,33,1,-639.951784965943
3.2,8,33,1,-634.137757570412
3.3,8,33,1,-738.348809631131
3.4,8,33,1,-739.68447237961
3.5,8,33,1,-899.972208500499
3.6,8,33,1,-1155.71361986659
3.7,8,33,1,-1155.71361986659
3.8,8,33,1,Inf
3.9,8,33,1,Inf
4,8,33,1,Inf
2,9,33,1,-191.380345046732
2.1,9,33,1,-199.122856398852
2.2,9,33,1,-333.818287231265
2.3,9,33,1,-373.556785763658
2.4,9,33,1,-372.741110295031
2.5,9,33,1,-372.741110295031
2.6,9,33,1,-422.61188458729
2.7,9,33,1,-473.850662364828
2.8,9,33,1,-550.214874763428
2.9,9,33,1,-537.512727373394
3,9,33,1,-537.640347316132
3.1,9,33,1,-635.875092507947
3.2,9,33,1,-630.687061160563
3.3,9,33,1,-734.309149892984
3.4,9,33,1,-735.486953386585
3.5,9,33,1,-895.204415362943
3.6,9,33,1,-1151.62589480763
3.7,9,33,1,-1151.62589480763
3.8,9,33,1,Inf
3.9,9,33,1,Inf
4,9,33,1,Inf
2,10,33,1,-189.256077163515
2.1,10,33,1,-193.420856952533
2.2,10,33,1,-331.425515897904
2.3,10,33,1,-370.505265378668
2.4,10,33,1,-373.92377288803
2.5,10,33,1,-373.92377288803
2.6,10,33,1,-419.555776755759
2.7,10,33,1,-475.165983948415
2.8,10,33,1,-546.975913762219
2.9,10,33,1,-546.975913762219
3,10,33,1,-546.975913762219
3.1,10,33,1,-632.197481837404
3.2,10,33,1,-627.397379083041
3.3,10,33,1,-730.487734148615
3.4,10,33,1,-731.539432352561
3.5,10,33,1,-890.718670497065
3.6,10,33,1,-1147.54084349191
3.7,10,33,1,-1147.54084349191
3.8,10,33,1,Inf
3.9,10,33,1,Inf
4,10,33,1,Inf
2,11,33,1,-188.859062327334
2.1,11,33,1,-189.147110220856
2.2,11,33,1,-329.065619674704
2.3,11,33,1,-367.605180509305
2.4,11,33,1,-371.500921742142
2.5,11,33,1,-371.500921742142
2.6,11,33,1,-416.619599214019
2.7,11,33,1,-468.790782313765
2.8,11,33,1,-543.855633890811
2.9,11,33,1,-543.855633890811
3,11,33,1,-535.607916133099
3.1,11,33,1,-628.667700973063
3.2,11,33,1,-628.004586866593
3.3,11,33,1,-730.92908198334
3.4,11,33,1,-727.773880065831
3.5,11,33,1,-886.437912386226
3.6,11,33,1,-1143.45847308736
3.7,11,33,1,-1143.45847308736
3.8,11,33,1,Inf
3.9,11,33,1,Inf
4,11,33,1,Inf
2,12,33,1,-185.181427766744
2.1,12,33,1,-188.095479187408
2.2,12,33,1,-319.558686905754
2.3,12,33,1,-371.966719114215
2.4,12,33,1,-367.190434632928
2.5,12,33,1,-367.190434632928
2.6,12,33,1,-413.781322100332
2.7,12,33,1,-466.519483628916
2.8,12,33,1,-540.830616264643
2.9,12,33,1,-540.830616264643
3,12,33,1,-532.605381446411
3.1,12,33,1,-625.256105915977
3.2,12,33,1,-625.311253519477
3.3,12,33,1,-731.607193668033
3.4,12,33,1,-731.607193668033
3.5,12,33,1,-882.311046253887
3.6,12,33,1,-1139.37879080043
3.7,12,33,1,-1139.37879080043
3.8,12,33,1,Inf
3.9,12,33,1,Inf
4,12,33,1,Inf
2,13,33,1,-186.637246473025
2.1,13,33,1,-185.955478271999
2.2,13,33,1,-324.434313761698
2.3,13,33,1,-365.128950354851
2.4,13,33,1,-364.358186386985
2.5,13,33,1,-364.358186386985
2.6,13,33,1,-414.828536063327
2.7,13,33,1,-464.351400387316
2.8,13,33,1,-537.883444245413
2.9,13,33,1,-537.883444245413
3,13,33,1,-537.883444245413
3.1,13,33,1,-613.865088230242
3.2,13,33,1,-622.620615830956
3.3,13,33,1,-728.628848198785
3.4,13,33,1,-728.628848198785
3.5,13,33,1,-878.302857377636
3.6,13,33,1,-1135.30180387643
3.7,13,33,1,-1135.30180387643
3.8,13,33,1,Inf
3.9,13,33,1,Inf
4,13,33,1,Inf
2,14,33,1,-186.775228044359
2.1,14,33,1,-190.275549772925
2.2,14,33,1,-322.260859573567
2.3,14,33,1,-366.228644455047
2.4,14,33,1,-361.656668293665
2.5,14,33,1,-361.656668293665
2.6,14,33,1,-412.582267690176
2.7,14,33,1,-462.29193377661
2.8,14,33,1,-527.372216890069
2.9,14,33,1,-526.532266920345
3,14,33,1,-527.23320925902
3.1,14,33,1,-611.062344736577
3.2,14,33,1,-619.93268108791
3.3,14,33,1,-725.653205535093
3.4,14,33,1,-725.653205535093
3.5,14,33,1,-874.38828735603
3.6,14,33,1,-1131.22751959984
3.7,14,33,1,-1131.22751959984
3.8,14,33,1,Inf
3.9,14,33,1,Inf
4,14,33,1,Inf
2,3,34,1,-205.121320822785
2.1,3,34,1,-234.553341804931
2.2,3,34,1,-305.736506533773
2.3,3,34,1,-385.313148906374
2.4,3,34,1,-388.929080855792
2.5,3,34,1,-388.929080855792
2.6,3,34,1,-438.918045530014
2.7,3,34,1,-496.786294369784
2.8,3,34,1,-562.418290776926
2.9,3,34,1,-562.761092851251
3,3,34,1,-562.364884049479
3.1,3,34,1,-646.289107632688
3.2,3,34,1,-646.398666585104
3.3,3,34,1,-749.286384213369
3.4,3,34,1,-762.259571334048
3.5,3,34,1,-762.259571334048
3.6,3,34,1,-906.724753236608
3.7,3,34,1,-1176.19210309144
3.8,3,34,1,Inf
3.9,3,34,1,Inf
4,3,34,1,Inf
2,4,34,1,-199.557647821646
2.1,4,34,1,-233.752510213461
2.2,4,34,1,-303.938456510168
2.3,4,34,1,-386.907757530021
2.4,4,34,1,-386.907757530021
2.5,4,34,1,-378.956838882071
2.6,4,34,1,-433.880306074116
2.7,4,34,1,-493.492768278825
2.8,4,34,1,-559.863600157186
2.9,4,34,1,-560.03045912529
3,4,34,1,-563.618019918437
3.1,4,34,1,-646.534997767103
3.2,4,34,1,-648.286142660542
3.3,4,34,1,-750.8892433535
3.4,4,34,1,-758.72748946112
3.5,4,34,1,-758.72748946112
3.6,4,34,1,-901.891927571072
3.7,4,34,1,-1172.09111550785
3.8,4,34,1,Inf
3.9,4,34,1,Inf
4,4,34,1,Inf
2,5,34,1,-197.26949744655
2.1,5,34,1,-231.651412024177
2.2,5,34,1,-302.143046846256
2.3,5,34,1,-382.086171365953
2.4,5,34,1,-384.889073864402
2.5,5,34,1,-384.889073864402
2.6,5,34,1,-421.480371444155
2.7,5,34,1,-487.430345259512
2.8,5,34,1,-558.271560742453
2.9,5,34,1,-558.271560742453
3,5,34,1,-559.200285109836
3.1,5,34,1,-641.121649073259
3.2,5,34,1,-642.621427454826
3.3,5,34,1,-746.448877486509
3.4,5,34,1,-753.540627355909
3.5,5,34,1,-753.540627355909
3.6,5,34,1,-905.600801378313
3.7,5,34,1,-1167.99276639521
3.8,5,34,1,Inf
3.9,5,34,1,Inf
4,5,34,1,Inf
2,6,34,1,-196.60028698507
2.1,6,34,1,-232.827003641513
2.2,6,34,1,-297.264070456854
2.3,6,34,1,-382.074769695213
2.4,6,34,1,-385.583228887345
2.5,6,34,1,-379.334169476794
2.6,6,34,1,-430.1732912998
2.7,6,34,1,-488.004956477296
2.8,6,34,1,-559.629693605764
2.9,6,34,1,-559.629693605764
3,6,34,1,-562.419973559844
3.1,6,34,1,-650.048587039276
3.2,6,34,1,-637.94432293958
3.3,6,34,1,-746.400118443333
3.4,6,34,1,-746.448445192287
3.5,6,34,1,-746.448445192287
3.6,6,34,1,-902.198255398157
3.7,6,34,1,-1163.89706273335
3.8,6,34,1,Inf
3.9,6,34,1,Inf
4,6,34,1,Inf
2,7,34,1,-204.616485469784
2.1,7,34,1,-232.931080111706
2.2,7,34,1,-293.941836647368
2.3,7,34,1,-382.846557197912
2.4,7,34,1,-381.71371388715
2.5,7,34,1,-381.71371388715
2.6,7,34,1,-433.112835264563
2.7,7,34,1,-487.659464763008
2.8,7,34,1,-551.121920042467
2.9,7,34,1,-551.222152343252
3,7,34,1,-546.08785422957
3.1,7,34,1,-644.655443850024
3.2,7,34,1,-637.817310042892
3.3,7,34,1,-739.508218284911
3.4,7,34,1,-744.239552487898
3.5,7,34,1,-747.34590778323
3.6,7,34,1,-905.143972922226
3.7,7,34,1,-1159.80401153909
3.8,7,34,1,Inf
3.9,7,34,1,Inf
4,7,34,1,Inf
2,8,34,1,-201.190984431179
2.1,8,34,1,-229.675583532458
2.2,8,34,1,-294.20764526281
2.3,8,34,1,-379.130304114762
2.4,8,34,1,-378.295664068612
2.5,8,34,1,-378.295664068612
2.6,8,34,1,-429.323304614786
2.7,8,34,1,-484.082481368159
2.8,8,34,1,-546.0358202732
2.9,8,34,1,-546.108472568455
3,8,34,1,-541.682241172222
3.1,8,34,1,-639.951784965943
3.2,8,34,1,-634.137757570412
3.3,8,34,1,-740.001873514436
3.4,8,34,1,-739.68447237961
3.5,8,34,1,-742.380418987958
3.6,8,34,1,-899.972208500499
3.7,8,34,1,-1155.71361986659
3.8,8,34,1,Inf
3.9,8,34,1,Inf
4,8,34,1,Inf
2,9,34,1,-198.281832262265
2.1,9,34,1,-226.873998330541
2.2,9,34,1,-291.553789209061
2.3,9,34,1,-372.444603763989
2.4,9,34,1,-375.311286879262
2.5,9,34,1,-375.311286879262
2.6,9,34,1,-426.033165577898
2.7,9,34,1,-480.916040098898
2.8,9,34,1,-550.214874763428
2.9,9,34,1,-550.214874763428
3,9,34,1,-537.512727373394
3.1,9,34,1,-635.875092507947
3.2,9,34,1,-630.687061160563
3.3,9,34,1,-736.826998008004
3.4,9,34,1,-735.486953386585
3.5,9,34,1,-737.865875694993
3.6,9,34,1,-895.204415362943
3.7,9,34,1,-1151.62589480763
3.8,9,34,1,Inf
3.9,9,34,1,Inf
4,9,34,1,Inf
2,10,34,1,-192.480607300151
2.1,10,34,1,-220.952160776501
2.2,10,34,1,-285.541381023495
2.3,10,34,1,-365.030072934294
2.4,10,34,1,-372.609990679995
2.5,10,34,1,-369.073702834734
2.6,10,34,1,-423.06994919585
2.7,10,34,1,-478.010111704651
2.8,10,34,1,-546.975913762219
2.9,10,34,1,-546.975913762219
3,10,34,1,-546.975913762219
3.1,10,34,1,-632.197481837404
3.2,10,34,1,-622.028992604662
3.3,10,34,1,-733.6666061315
3.4,10,34,1,-731.539432352561
3.5,10,34,1,-733.665939556416
3.6,10,34,1,-890.718670497065
3.7,10,34,1,-1147.54084349191
3.8,10,34,1,Inf
3.9,10,34,1,Inf
4,10,34,1,Inf
2,11,34,1,-192.847136473227
2.1,11,34,1,-220.077523338197
2.2,11,34,1,-288.495440078907
2.3,11,34,1,-370.243961400667
2.4,11,34,1,-370.016687095464
2.5,11,34,1,-370.016687095464
2.6,11,34,1,-420.228825544972
2.7,11,34,1,-471.307025760524
2.8,11,34,1,-535.647037925344
2.9,11,34,1,-543.855633890811
3,11,34,1,-535.647037925344
3.1,11,34,1,-628.667700973063
3.2,11,34,1,-619.197172716308
3.3,11,34,1,-734.588234657092
3.4,11,34,1,-727.773880065831
3.5,11,34,1,-732.803151542918
3.6,11,34,1,-886.437912386226
3.7,11,34,1,-1143.45847308736
3.8,11,34,1,Inf
3.9,11,34,1,Inf
4,11,34,1,Inf
2,12,34,1,-187.254437252547
2.1,12,34,1,-213.869115412149
2.2,12,34,1,-283.854498825017
2.3,12,34,1,-370.661326046298
2.4,12,34,1,-370.86431250031
2.5,12,34,1,-370.86431250031
2.6,12,34,1,-417.487354203938
2.7,12,34,1,-468.791820048827
2.8,12,34,1,-532.644387169128
2.9,12,34,1,-540.830616264643
3,12,34,1,-532.644387169128
3.1,12,34,1,-625.256105915977
3.2,12,34,1,-625.311253519477
3.3,12,34,1,-731.607193668033
3.4,12,34,1,-731.607193668033
3.5,12,34,1,-729.338255296514
3.6,12,34,1,-882.311046253887
3.7,12,34,1,-1139.37879080043
3.8,12,34,1,Inf
3.9,12,34,1,Inf
4,12,34,1,Inf
2,13,34,1,-183.960175814495
2.1,13,34,1,-214.860606715454
2.2,13,34,1,-286.028953956615
2.3,13,34,1,-367.812114325838
2.4,13,34,1,-368.118042961338
2.5,13,34,1,-368.118042961338
2.6,13,34,1,-406.513341033378
2.7,13,34,1,-470.498593694786
2.8,13,34,1,-537.883444245413
2.9,13,34,1,-537.883444245413
3,13,34,1,-537.883444245413
3.1,13,34,1,-613.865088230242
3.2,13,34,1,-622.620615830956
3.3,13,34,1,-728.628848198785
3.4,13,34,1,-728.628848198785
3.5,13,34,1,-725.952843668125
3.6,13,34,1,-878.302857377636
3.7,13,34,1,-1135.30180387643
3.8,13,34,1,Inf
3.9,13,34,1,Inf
4,13,34,1,Inf
2,14,34,1,-187.454774254686
2.1,14,34,1,-210.401314299322
2.2,14,34,1,-282.485372649995
2.3,14,34,1,-365.077146970751
2.4,14,34,1,-365.465923913917
2.5,14,34,1,-365.465923913917
2.6,14,34,1,-412.239276372416
2.7,14,34,1,-468.40095498343
2.8,14,34,1,-527.372216890069
2.9,14,34,1,-527.23320925902
3,14,34,1,-527.23320925902
3.1,14,34,1,-611.062344736577
3.2,14,34,1,-619.93268108791
3.3,14,34,1,-725.653205535093
3.4,14,34,1,-725.653205535093
3.5,14,34,1,-722.630406247514
3.6,14,34,1,-874.38828735603
3.7,14,34,1,-1131.22751959984
3.8,14,34,1,Inf
3.9,14,34,1,Inf
4,14,34,1,Inf
2,3,35,1,-205.375727943231
2.1,3,35,1,-234.553341804931
2.2,3,35,1,-305.736506533773
2.3,3,35,1,-344.958719543467
2.4,3,35,1,-385.313148906374
2.5,3,35,1,-388.929080855792
2.6,3,35,1,-380.8217422632
2.7,3,35,1,-438.918045530014
2.8,3,35,1,-562.48387449119
2.9,3,35,1,-550.837145616526
3,3,35,1,-558.598633183726
3.1,3,35,1,-559.368081261238
3.2,3,35,1,-646.551078148491
3.3,3,35,1,-646.551078148491
3.4,3,35,1,-750.424066813869
3.5,3,35,1,-762.259571334048
3.6,3,35,1,-906.793307027789
3.7,3,35,1,-1176.19210309144
3.8,3,35,1,-1176.19210309144
3.9,3,35,1,Inf
4,3,35,1,Inf
2,4,35,1,-199.874921293152
2.1,4,35,1,-233.752510213461
2.2,4,35,1,-303.938456510168
2.3,4,35,1,-343.055240351164
2.4,4,35,1,-386.907757530021
2.5,4,35,1,-379.111254283145
2.6,4,35,1,-379.95305590614
2.7,4,35,1,-424.474365759003
2.8,4,35,1,-559.904007535594
2.9,4,35,1,-560.074444800779
3,4,35,1,-563.618019918437
3.1,4,35,1,-563.618019918437
3.2,4,35,1,-650.193680188036
3.3,4,35,1,-643.545036512334
3.4,4,35,1,-756.021119599638
3.5,4,35,1,-758.72748946112
3.6,4,35,1,-901.951870603622
3.7,4,35,1,-1172.09111550785
3.8,4,35,1,-1172.09111550785
3.9,4,35,1,Inf
4,4,35,1,Inf
2,5,35,1,-197.714163512617
2.1,5,35,1,-228.754172220356
2.2,5,35,1,-302.143046846256
2.3,5,35,1,-338.070097838942
2.4,5,35,1,-382.086171365953
2.5,5,35,1,-377.161410005875
2.6,5,35,1,-376.836165042463
2.7,5,35,1,-431.560088531941
2.8,5,35,1,-558.271560742453
2.9,5,35,1,-558.271560742453
3,5,35,1,-559.200285109836
3.1,5,35,1,-559.200285109836
3.2,5,35,1,-641.261069882027
3.3,5,35,1,-642.700714173605
3.4,5,35,1,-751.399276272178
3.5,5,35,1,-753.540627355909
3.6,5,35,1,-905.600801378313
3.7,5,35,1,-1167.99276639521
3.8,5,35,1,-1167.99276639521
3.9,5,35,1,Inf
4,5,35,1,Inf
2,6,35,1,-197.026737213074
2.1,6,35,1,-226.541683082856
2.2,6,35,1,-297.945774388428
2.3,6,35,1,-338.031329967687
2.4,6,35,1,-384.164667397882
2.5,6,35,1,-381.990068694606
2.6,6,35,1,-382.021613749156
2.7,6,35,1,-430.1732912998
2.8,6,35,1,-559.629693605764
2.9,6,35,1,-559.629693605764
3,6,35,1,-562.419973559844
3.1,6,35,1,-562.419973559844
3.2,6,35,1,-650.048587039276
3.3,6,35,1,-641.839427716351
3.4,6,35,1,-747.331212378205
3.5,6,35,1,-746.448445192287
3.6,6,35,1,-902.198255398157
3.7,6,35,1,-1163.89706273335
3.8,6,35,1,-1163.89706273335
3.9,6,35,1,Inf
4,6,35,1,Inf
2,7,35,1,-201.719360433468
2.1,7,35,1,-230.913192099093
2.2,7,35,1,-291.165856922429
2.3,7,35,1,-334.841034593256
2.4,7,35,1,-380.485408013556
2.5,7,35,1,-381.71371388715
2.6,7,35,1,-381.71371388715
2.7,7,35,1,-433.112835264563
2.8,7,35,1,-551.121920042467
2.9,7,35,1,-551.507040739626
3,7,35,1,-554.600141642597
3.1,7,35,1,-555.637183831777
3.2,7,35,1,-644.655443850024
3.3,7,35,1,-633.973396554959
3.4,7,35,1,-742.700170807476
3.5,7,35,1,-744.239552487898
3.6,7,35,1,-905.143972922226
3.7,7,35,1,-1159.80401153909
3.8,7,35,1,-1159.80401153909
3.9,7,35,1,Inf
4,7,35,1,Inf
2,8,35,1,-201.190984431179
2.1,8,35,1,-226.035249177296
2.2,8,35,1,-296.772730149253
2.3,8,35,1,-331.994030129612
2.4,8,35,1,-377.220368425149
2.5,8,35,1,-378.295664068612
2.6,8,35,1,-378.295664068612
2.7,8,35,1,-429.323304614786
2.8,8,35,1,-546.0358202732
2.9,8,35,1,-546.312356295233
3,8,35,1,-549.910581763758
3.1,8,35,1,-550.923656153191
3.2,8,35,1,-639.951784965943
3.3,8,35,1,-634.137757570412
3.4,8,35,1,-738.348809631131
3.5,8,35,1,-739.68447237961
3.6,8,35,1,-899.972208500499
3.7,8,35,1,-1155.71361986659
3.8,8,35,1,-1155.71361986659
3.9,8,35,1,Inf
4,8,35,1,Inf
2,9,35,1,-190.182095887552
2.1,9,35,1,-218.561295331362
2.2,9,35,1,-287.260654788169
2.3,9,35,1,-331.281500707864
2.4,9,35,1,-374.336681831086
2.5,9,35,1,-375.311286879262
2.6,9,35,1,-375.311286879262
2.7,9,35,1,-426.033165577898
2.8,9,35,1,-550.214874763428
2.9,9,35,1,-550.214874763428
3,9,35,1,-550.214874763428
3.1,9,35,1,-538.351272782599
3.2,9,35,1,-635.875092507947
3.3,9,35,1,-630.687061160563
3.4,9,35,1,-734.309149892984
3.5,9,35,1,-735.486953386585
3.6,9,35,1,-895.204415362943
3.7,9,35,1,-1151.62589480763
3.8,9,35,1,-1151.62589480763
3.9,9,35,1,Inf
4,9,35,1,Inf
2,10,35,1,-187.885632605959
2.1,10,35,1,-220.952160776501
2.2,10,35,1,-285.553794322921
2.3,10,35,1,-328.983500969264
2.4,10,35,1,-367.937101362879
2.5,10,35,1,-368.708244157723
2.6,10,35,1,-372.609990679995
2.7,10,35,1,-423.06994919585
2.8,10,35,1,-546.975913762219
2.9,10,35,1,-546.975913762219
3,10,35,1,-546.975913762219
3.1,10,35,1,-546.975913762219
3.2,10,35,1,-632.197481837404
3.3,10,35,1,-627.601701829014
3.4,10,35,1,-730.487734148615
3.5,10,35,1,-731.539432352561
3.6,10,35,1,-890.718670497065
3.7,10,35,1,-1147.54084349191
3.8,10,35,1,-1147.54084349191
3.9,10,35,1,Inf
4,10,35,1,Inf
2,11,35,1,-192.847136473227
2.1,11,35,1,-220.077523338197
2.2,11,35,1,-284.024282504274
2.3,11,35,1,-323.065708342728
2.4,11,35,1,-361.878263017587
2.5,11,35,1,-370.016687095464
2.6,11,35,1,-370.016687095464
2.7,11,35,1,-420.228825544972
2.8,11,35,1,-535.690084790924
2.9,11,35,1,-543.855633890811
3,11,35,1,-535.690084790924
3.1,11,35,1,-531.103431550071
3.2,11,35,1,-628.667700973063
3.3,11,35,1,-624.678428780033
3.4,11,35,1,-730.92908198334
3.5,11,35,1,-730.92908198334
3.6,11,35,1,-886.437912386226
3.7,11,35,1,-1143.45847308736
3.8,11,35,1,-1143.45847308736
3.9,11,35,1,Inf
4,11,35,1,Inf
2,12,35,1,-187.254437252547
2.1,12,35,1,-213.869115412149
2.2,12,35,1,-282.930313495595
2.3,12,35,1,-318.268140733818
2.4,12,35,1,-365.623563115986
2.5,12,35,1,-362.651833705468
2.6,12,35,1,-362.651833705468
2.7,12,35,1,-417.487354203938
2.8,12,35,1,-532.687331034808
2.9,12,35,1,-540.830616264643
3,12,35,1,-540.830616264643
3.1,12,35,1,-528.167304721249
3.2,12,35,1,-625.256105915977
3.3,12,35,1,-625.311253519477
3.4,12,35,1,-731.607193668033
3.5,12,35,1,-731.607193668033
3.6,12,35,1,-882.311046253887
3.7,12,35,1,-1139.37879080043
3.8,12,35,1,-1139.37879080043
3.9,12,35,1,Inf
4,12,35,1,Inf
2,13,35,1,-183.960175814495
2.1,13,35,1,-214.860606715454
2.2,13,35,1,-286.028953956615
2.3,13,35,1,-320.794214353478
2.4,13,35,1,-359.703619550355
2.5,13,35,1,-360.566309304334
2.6,13,35,1,-360.566309304334
2.7,13,35,1,-414.828536063327
2.8,13,35,1,-533.713442575351
2.9,13,35,1,-537.883444245413
3,13,35,1,-537.883444245413
3.1,13,35,1,-533.713442575351
3.2,13,35,1,-621.940643663215
3.3,13,35,1,-622.620615830956
3.4,13,35,1,-728.628848198785
3.5,13,35,1,-728.628848198785
3.6,13,35,1,-878.302857377636
3.7,13,35,1,-1135.30180387643
3.8,13,35,1,-1135.30180387643
3.9,13,35,1,Inf
4,13,35,1,Inf
2,14,35,1,-187.454774254686
2.1,14,35,1,-206.2664955862
2.2,14,35,1,-282.485372649995
2.3,14,35,1,-324.166813912536
2.4,14,35,1,-364.262399718803
2.5,14,35,1,-365.465923913917
2.6,14,35,1,-365.465923913917
2.7,14,35,1,-412.239276372416
2.8,14,35,1,-526.736027063173
2.9,14,35,1,-526.736027063173
3,14,35,1,-526.694198520013
3.1,14,35,1,-531.173435835716
3.2,14,35,1,-618.704572365448
3.3,14,35,1,-619.93268108791
3.4,14,35,1,-725.653205535093
3.5,14,35,1,-725.653205535093
3.6,14,35,1,-874.38828735603
3.7,14,35,1,-1131.22751959984
3.8,14,35,1,-1131.22751959984
3.9,14,35,1,Inf
4,14,35,1,Inf
2,3,8,2,-165.882949120482
2.1,3,8,2,-211.390765671634
2.2,3,8,2,-391.694381357986
2.3,3,8,2,-581.557295370644
2.4,3,8,2,-1204.97231470123
2.5,3,8,2,Inf
2.6,3,8,2,Inf
2.7,3,8,2,Inf
2.8,3,8,2,Inf
2.9,3,8,2,Inf
3,3,8,2,Inf
3.1,3,8,2,Inf
3.2,3,8,2,Inf
3.3,3,8,2,Inf
3.4,3,8,2,Inf
3.5,3,8,2,Inf
3.6,3,8,2,Inf
3.7,3,8,2,Inf
3.8,3,8,2,Inf
3.9,3,8,2,Inf
4,3,8,2,Inf
2,4,8,2,-164.552981054052
2.1,4,8,2,-217.35584252741
2.2,4,8,2,-387.449277250222
2.3,4,8,2,-570.870979089287
2.4,4,8,2,-1200.85305020603
2.5,4,8,2,Inf
2.6,4,8,2,Inf
2.7,4,8,2,Inf
2.8,4,8,2,Inf
2.9,4,8,2,Inf
3,4,8,2,Inf
3.1,4,8,2,Inf
3.2,4,8,2,Inf
3.3,4,8,2,Inf
3.4,4,8,2,Inf
3.5,4,8,2,Inf
3.6,4,8,2,Inf
3.7,4,8,2,Inf
3.8,4,8,2,Inf
3.9,4,8,2,Inf
4,4,8,2,Inf
2,5,8,2,-148.089537219876
2.1,5,8,2,-213.749350894057
2.2,5,8,2,-390.700679662809
2.3,5,8,2,-569.754237321181
2.4,5,8,2,-1196.73637633569
2.5,5,8,2,Inf
2.6,5,8,2,Inf
2.7,5,8,2,Inf
2.8,5,8,2,Inf
2.9,5,8,2,Inf
3,5,8,2,Inf
3.1,5,8,2,Inf
3.2,5,8,2,Inf
3.3,5,8,2,Inf
3.4,5,8,2,Inf
3.5,5,8,2,Inf
3.6,5,8,2,Inf
3.7,5,8,2,Inf
3.8,5,8,2,Inf
3.9,5,8,2,Inf
4,5,8,2,Inf
2,6,8,2,-146.745378180171
2.1,6,8,2,-214.774504891246
2.2,6,8,2,-380.18755030413
2.3,6,8,2,-569.255683368389
2.4,6,8,2,-1186.51625259501
2.5,6,8,2,Inf
2.6,6,8,2,Inf
2.7,6,8,2,Inf
2.8,6,8,2,Inf
2.9,6,8,2,Inf
3,6,8,2,Inf
3.1,6,8,2,Inf
3.2,6,8,2,Inf
3.3,6,8,2,Inf
3.4,6,8,2,Inf
3.5,6,8,2,Inf
3.6,6,8,2,Inf
3.7,6,8,2,Inf
3.8,6,8,2,Inf
3.9,6,8,2,Inf
4,6,8,2,Inf
2,7,8,2,-149.898876993919
2.1,7,8,2,-209.816575918585
2.2,7,8,2,-388.523092494789
2.3,7,8,2,-565.208438893301
2.4,7,8,2,-1182.06926722293
2.5,7,8,2,Inf
2.6,7,8,2,Inf
2.7,7,8,2,Inf
2.8,7,8,2,Inf
2.9,7,8,2,Inf
3,7,8,2,Inf
3.1,7,8,2,Inf
3.2,7,8,2,Inf
3.3,7,8,2,Inf
3.4,7,8,2,Inf
3.5,7,8,2,Inf
3.6,7,8,2,Inf
3.7,7,8,2,Inf
3.8,7,8,2,Inf
3.9,7,8,2,Inf
4,7,8,2,Inf
2,3,9,2,-184.673603223912
2.1,3,9,2,-277.781934500474
2.2,3,9,2,-273.156034470492
2.3,3,9,2,-510.695960901751
2.4,3,9,2,-574.036882916524
2.5,3,9,2,-1198.85711912966
2.6,3,9,2,Inf
2.7,3,9,2,Inf
2.8,3,9,2,Inf
2.9,3,9,2,Inf
3,3,9,2,Inf
3.1,3,9,2,Inf
3.2,3,9,2,Inf
3.3,3,9,2,Inf
3.4,3,9,2,Inf
3.5,3,9,2,Inf
3.6,3,9,2,Inf
3.7,3,9,2,Inf
3.8,3,9,2,Inf
3.9,3,9,2,Inf
4,3,9,2,Inf
2,4,9,2,-187.834999706309
2.1,4,9,2,-280.027103419241
2.2,4,9,2,-280.759219938295
2.3,4,9,2,-498.691887847677
2.4,4,9,2,-576.873915795123
2.5,4,9,2,-1192.08473989579
2.6,4,9,2,Inf
2.7,4,9,2,Inf
2.8,4,9,2,Inf
2.9,4,9,2,Inf
3,4,9,2,Inf
3.1,4,9,2,Inf
