"threshold_sd","threshold_days","moving_average_days","majorLossThresh","aic"
2.8,11,18,3,-751.971329093109
2.9,11,18,3,-746.097597573394
3,11,18,3,-1154.33499749029
3.1,11,18,3,Inf
3.2,11,18,3,Inf
3.3,11,18,3,Inf
3.4,11,18,3,Inf
3.5,11,18,3,Inf
3.6,11,18,3,Inf
3.7,11,18,3,Inf
3.8,11,18,3,Inf
3.9,11,18,3,Inf
4,11,18,3,Inf
2,12,18,3,-129.121456306654
2.1,12,18,3,-233.323403533916
2.2,12,18,3,-263.537672526919
2.3,12,18,3,-297.492858416032
2.4,12,18,3,-427.462636327259
2.5,12,18,3,-427.462636327259
2.6,12,18,3,-483.943103937181
2.7,12,18,3,-552.558733148459
2.8,12,18,3,-748.189189610813
2.9,12,18,3,-742.464304372581
3,12,18,3,-1149.70712810962
3.1,12,18,3,Inf
3.2,12,18,3,Inf
3.3,12,18,3,Inf
3.4,12,18,3,Inf
3.5,12,18,3,Inf
3.6,12,18,3,Inf
3.7,12,18,3,Inf
3.8,12,18,3,Inf
3.9,12,18,3,Inf
4,12,18,3,Inf
2,13,18,3,-128.778156850664
2.1,13,18,3,-231.641507294812
2.2,13,18,3,-262.559965292871
2.3,13,18,3,-295.895596959382
2.4,13,18,3,-425.326367893681
2.5,13,18,3,-425.326367893681
2.6,13,18,3,-481.6526362968
2.7,13,18,3,-550.133023776727
2.8,13,18,3,-744.821275729602
2.9,13,18,3,-739.027344763248
3,13,18,3,-1145.22197293645
3.1,13,18,3,Inf
3.2,13,18,3,Inf
3.3,13,18,3,Inf
3.4,13,18,3,Inf
3.5,13,18,3,Inf
3.6,13,18,3,Inf
3.7,13,18,3,Inf
3.8,13,18,3,Inf
3.9,13,18,3,Inf
4,13,18,3,Inf
2,14,18,3,-127.541845033757
2.1,14,18,3,-230.426042641043
2.2,14,18,3,-259.019078782387
2.3,14,18,3,-294.542141987261
2.4,14,18,3,-422.271304832736
2.5,14,18,3,-423.192788624098
2.6,14,18,3,-479.364857554137
2.7,14,18,3,-547.753252974146
2.8,14,18,3,-741.526982116626
2.9,14,18,3,-735.643323568598
3,14,18,3,-1140.7906203927
3.1,14,18,3,Inf
3.2,14,18,3,Inf
3.3,14,18,3,Inf
3.4,14,18,3,Inf
3.5,14,18,3,Inf
3.6,14,18,3,Inf
3.7,14,18,3,Inf
3.8,14,18,3,Inf
3.9,14,18,3,Inf
4,14,18,3,Inf
2,3,19,3,-140.488707599099
2.1,3,19,3,-189.224723313493
2.2,3,19,3,-278.247123482036
2.3,3,19,3,-278.247123482036
2.4,3,19,3,-313.627347750986
2.5,3,19,3,-446.808886747227
2.6,3,19,3,-504.677135586997
2.7,3,19,3,-574.285029643162
2.8,3,19,3,-657.910641851354
2.9,3,19,3,-769.315600746512
3,3,19,3,-928.265255009854
3.1,3,19,3,-1184.08294430865
3.2,3,19,3,Inf
3.3,3,19,3,Inf
3.4,3,19,3,Inf
3.5,3,19,3,Inf
3.6,3,19,3,Inf
3.7,3,19,3,Inf
3.8,3,19,3,Inf
3.9,3,19,3,Inf
4,3,19,3,Inf
2,4,19,3,-138.9647666563
2.1,4,19,3,-187.859035559422
2.2,4,19,3,-276.539217460225
2.3,4,19,3,-276.539217460225
2.4,4,19,3,-312.16105782415
2.5,4,19,3,-449.553920741741
2.6,4,19,3,-505.033523201351
2.7,4,19,3,-578.107676726688
2.8,4,19,3,-659.838979150305
2.9,4,19,3,-766.646813535657
3,4,19,3,-925.954475428375
3.1,4,19,3,-1199.63593117072
3.2,4,19,3,Inf
3.3,4,19,3,Inf
3.4,4,19,3,Inf
3.5,4,19,3,Inf
3.6,4,19,3,Inf
3.7,4,19,3,Inf
3.8,4,19,3,Inf
3.9,4,19,3,Inf
4,4,19,3,Inf
2,5,19,3,-138.459150486931
2.1,5,19,3,-186.523291631076
2.2,5,19,3,-274.833938433195
2.3,5,19,3,-274.833938433195
2.4,5,19,3,-310.023389351697
2.5,5,19,3,-445.322165640246
2.6,5,19,3,-500.43292851068
2.7,5,19,3,-572.340275787517
2.8,5,19,3,-655.250961701176
2.9,5,19,3,-761.53594987185
3,5,19,3,-918.807784064968
3.1,5,19,3,-1190.43493401557
3.2,5,19,3,Inf
3.3,5,19,3,Inf
3.4,5,19,3,Inf
3.5,5,19,3,Inf
3.6,5,19,3,Inf
3.7,5,19,3,Inf
3.8,5,19,3,Inf
3.9,5,19,3,Inf
4,5,19,3,Inf
2,6,19,3,-137.294720332045
2.1,6,19,3,-186.400898665338
2.2,6,19,3,-275.228277260955
2.3,6,19,3,-273.13129332673
2.4,6,19,3,-308.225356947234
2.5,6,19,3,-442.136070600249
2.6,6,19,3,-500.769485447856
2.7,6,19,3,-567.51584146687
2.8,6,19,3,-651.27332476196
2.9,6,19,3,-757.41233185595
3,6,19,3,-912.849760288901
3.1,6,19,3,-1182.973293225
3.2,6,19,3,Inf
3.3,6,19,3,Inf
3.4,6,19,3,Inf
3.5,6,19,3,Inf
3.6,6,19,3,Inf
3.7,6,19,3,Inf
3.8,6,19,3,Inf
3.9,6,19,3,Inf
4,6,19,3,Inf
2,7,19,3,-135.07661989088
2.1,7,19,3,-183.693104952936
2.2,7,19,3,-275.163767606411
2.3,7,19,3,-271.431289103264
2.4,7,19,3,-306.495992669143
2.5,7,19,3,-442.022972325444
2.6,7,19,3,-499.969488555964
2.7,7,19,3,-569.607942087759
2.8,7,19,3,-650.273125041698
2.9,7,19,3,-762.280688222414
3,7,19,3,-908.021893475769
3.1,7,19,3,-1177.19315229545
3.2,7,19,3,Inf
3.3,7,19,3,Inf
3.4,7,19,3,Inf
3.5,7,19,3,Inf
3.6,7,19,3,Inf
3.7,7,19,3,Inf
3.8,7,19,3,Inf
3.9,7,19,3,Inf
4,7,19,3,Inf
2,8,19,3,-133.660278723583
2.1,8,19,3,-181.918735516676
2.2,8,19,3,-271.745827292375
2.3,8,19,3,-269.733932762176
2.4,8,19,3,-304.637220524149
2.5,8,19,3,-437.89454466606
2.6,8,19,3,-495.878149879853
2.7,8,19,3,-565.241601376194
2.8,8,19,3,-646.08128869217
2.9,8,19,3,-757.880177083036
3,8,19,3,-903.674774996605
3.1,8,19,3,-1171.78583553642
3.2,8,19,3,Inf
3.3,8,19,3,Inf
3.4,8,19,3,Inf
3.5,8,19,3,Inf
3.6,8,19,3,Inf
3.7,8,19,3,Inf
3.8,8,19,3,Inf
3.9,8,19,3,Inf
4,8,19,3,Inf
2,9,19,3,-132.84284581399
2.1,9,19,3,-180.695438053223
2.2,9,19,3,-268.986483591855
2.3,9,19,3,-268.039231340083
2.4,9,19,3,-302.847130534612
2.5,9,19,3,-434.584980056436
2.6,9,19,3,-492.271640438878
2.7,9,19,3,-561.741752770611
2.8,9,19,3,-642.384698037576
2.9,9,19,3,-753.762570290308
3,9,19,3,-899.865739140884
3.1,9,19,3,-1166.63034947936
3.2,9,19,3,Inf
3.3,9,19,3,Inf
3.4,9,19,3,Inf
3.5,9,19,3,Inf
3.6,9,19,3,Inf
3.7,9,19,3,Inf
3.8,9,19,3,Inf
3.9,9,19,3,Inf
4,9,19,3,Inf
2,10,19,3,-131.208844485019
2.1,10,19,3,-179.440519809491
2.2,10,19,3,-266.347191911137
2.3,10,19,3,-266.347191911137
2.4,10,19,3,-301.059702108102
2.5,10,19,3,-432.146900887551
2.6,10,19,3,-489.121370936531
2.7,10,19,3,-558.429815831662
2.8,10,19,3,-639.178157160952
2.9,10,19,3,-749.851955252421
3,10,19,3,-896.468519497893
3.1,10,19,3,-1161.65525675234
3.2,10,19,3,Inf
3.3,10,19,3,Inf
3.4,10,19,3,Inf
3.5,10,19,3,Inf
3.6,10,19,3,Inf
3.7,10,19,3,Inf
3.8,10,19,3,Inf
3.9,10,19,3,Inf
4,10,19,3,Inf
2,11,19,3,-129.709794597435
2.1,11,19,3,-177.653022810938
2.2,11,19,3,-264.730974344176
2.3,11,19,3,-264.591262246481
2.4,11,19,3,-299.274942353061
2.5,11,19,3,-428.747919500248
2.6,11,19,3,-486.303733249191
2.7,11,19,3,-555.261017707313
2.8,11,19,3,-636.059203682771
2.9,11,19,3,-746.097597573394
3,11,19,3,-893.073966601398
3.1,11,19,3,-1156.81526043303
3.2,11,19,3,Inf
3.3,11,19,3,Inf
3.4,11,19,3,Inf
3.5,11,19,3,Inf
3.6,11,19,3,Inf
3.7,11,19,3,Inf
3.8,11,19,3,Inf
3.9,11,19,3,Inf
4,11,19,3,Inf
2,12,19,3,-129.81221248165
2.1,12,19,3,-177.116458256437
2.2,12,19,3,-263.626358440854
2.3,12,19,3,-263.550391395249
2.4,12,19,3,-297.492858416032
2.5,12,19,3,-426.213888578849
2.6,12,19,3,-483.943103937181
2.7,12,19,3,-552.204099781305
2.8,12,19,3,-633.154410358765
2.9,12,19,3,-742.464304372581
3,12,19,3,-889.682087582168
3.1,12,19,3,-1152.08000918807
3.2,12,19,3,Inf
3.3,12,19,3,Inf
3.4,12,19,3,Inf
3.5,12,19,3,Inf
3.6,12,19,3,Inf
3.7,12,19,3,Inf
3.8,12,19,3,Inf
3.9,12,19,3,Inf
4,12,19,3,Inf
2,13,19,3,-130.018440669898
2.1,13,19,3,-174.959277222236
2.2,13,19,3,-262.590905689811
2.3,13,19,3,-262.590905689811
2.4,13,19,3,-295.638768949901
2.5,13,19,3,-423.999067369384
2.6,13,19,3,-482.840604173
2.7,13,19,3,-549.300183351863
2.8,13,19,3,-630.458403539503
2.9,13,19,3,-739.027344763248
3,13,19,3,-886.292889609208
3.1,13,19,3,-1147.55020367999
3.2,13,19,3,Inf
3.3,13,19,3,Inf
3.4,13,19,3,Inf
3.5,13,19,3,Inf
3.6,13,19,3,Inf
3.7,13,19,3,Inf
3.8,13,19,3,Inf
3.9,13,19,3,Inf
4,13,19,3,Inf
2,14,19,3,-128.91720449478
2.1,14,19,3,-173.239294489343
2.2,14,19,3,-258.533190442397
2.3,14,19,3,-259.100959081215
2.4,14,19,3,-294.515405761844
2.5,14,19,3,-422.271304832736
2.6,14,19,3,-480.054459423397
2.7,14,19,3,-546.45231249124
2.8,14,19,3,-627.765085213125
2.9,14,19,3,-735.643323568598
3,14,19,3,-882.906379890074
3.1,14,19,3,-1143.08114471137
3.2,14,19,3,Inf
3.3,14,19,3,Inf
3.4,14,19,3,Inf
3.5,14,19,3,Inf
3.6,14,19,3,Inf
3.7,14,19,3,Inf
3.8,14,19,3,Inf
3.9,14,19,3,Inf
4,14,19,3,Inf
2,3,20,3,-119.569462239245
2.1,3,20,3,-216.497333033265
2.2,3,20,3,-246.128970300693
2.3,3,20,3,-313.627347750986
2.4,3,20,3,-397.149410732193
2.5,3,20,3,-397.956920984263
2.6,3,20,3,-504.677135586997
2.7,3,20,3,-658.075288155287
2.8,3,20,3,-658.075288155287
2.9,3,20,3,-658.075288155287
3,3,20,3,-768.683202454013
3.1,3,20,3,-927.027454752198
3.2,3,20,3,Inf
3.3,3,20,3,Inf
3.4,3,20,3,Inf
3.5,3,20,3,Inf
3.6,3,20,3,Inf
3.7,3,20,3,Inf
3.8,3,20,3,Inf
3.9,3,20,3,Inf
4,3,20,3,Inf
2,4,20,3,-117.869260152433
2.1,4,20,3,-214.956656909377
2.2,4,20,3,-244.419006595917
2.3,4,20,3,-311.824055260421
2.4,4,20,3,-396.19714732528
2.5,4,20,3,-397.511001318149
2.6,4,20,3,-503.605066176174
2.7,4,20,3,-666.600702724624
2.8,4,20,3,-668.060798648937
2.9,4,20,3,-660.196298659941
3,4,20,3,-767.681217275098
3.1,4,20,3,-926.13850252783
3.2,4,20,3,Inf
3.3,4,20,3,Inf
3.4,4,20,3,Inf
3.5,4,20,3,Inf
3.6,4,20,3,Inf
3.7,4,20,3,Inf
3.8,4,20,3,Inf
3.9,4,20,3,Inf
4,4,20,3,Inf
2,5,20,3,-118.841320690166
2.1,5,20,3,-215.448666042907
2.2,5,20,3,-242.42107864569
2.3,5,20,3,-310.023389351697
2.4,5,20,3,-392.832297112388
2.5,5,20,3,-393.789864713302
2.6,5,20,3,-500.051065507794
2.7,5,20,3,-659.762988768506
2.8,5,20,3,-660.271708585518
2.9,5,20,3,-655.420032512836
3,5,20,3,-762.489242791515
3.1,5,20,3,-919.364291206541
3.2,5,20,3,Inf
3.3,5,20,3,Inf
3.4,5,20,3,Inf
3.5,5,20,3,Inf
3.6,5,20,3,Inf
3.7,5,20,3,Inf
3.8,5,20,3,Inf
3.9,5,20,3,Inf
4,5,20,3,Inf
2,6,20,3,-117.746201020556
2.1,6,20,3,-215.16323238877
2.2,6,20,3,-241.449648573953
2.3,6,20,3,-308.225356947234
2.4,6,20,3,-390.877399184071
2.5,6,20,3,-390.877399184071
2.6,6,20,3,-500.021688220031
2.7,6,20,3,-654.13203186157
2.8,6,20,3,-654.287929917178
2.9,6,20,3,-651.390859961233
3,6,20,3,-758.098488360381
3.1,6,20,3,-913.569563317118
3.2,6,20,3,Inf
3.3,6,20,3,Inf
3.4,6,20,3,Inf
3.5,6,20,3,Inf
3.6,6,20,3,Inf
3.7,6,20,3,Inf
3.8,6,20,3,Inf
3.9,6,20,3,Inf
4,6,20,3,Inf
2,7,20,3,-113.648914902566
2.1,7,20,3,-210.350424011033
2.2,7,20,3,-239.572367140095
2.3,7,20,3,-307.283916861553
2.4,7,20,3,-388.729441899432
2.5,7,20,3,-389.013769619038
2.6,7,20,3,-499.721156740812
2.7,7,20,3,-653.404883128436
2.8,7,20,3,-657.147080187128
2.9,7,20,3,-650.834474336969
3,7,20,3,-754.603723616632
3.1,7,20,3,-908.578185744157
3.2,7,20,3,Inf
3.3,7,20,3,Inf
3.4,7,20,3,Inf
3.5,7,20,3,Inf
3.6,7,20,3,Inf
3.7,7,20,3,Inf
3.8,7,20,3,Inf
3.9,7,20,3,Inf
4,7,20,3,Inf
2,8,20,3,-112.904152767313
2.1,8,20,3,-208.820301437426
2.2,8,20,3,-237.962108028801
2.3,8,20,3,-304.637220524149
2.4,8,20,3,-386.7134212829
2.5,8,20,3,-386.7134212829
2.6,8,20,3,-494.929509083201
2.7,8,20,3,-648.891880098828
2.8,8,20,3,-652.01247543207
2.9,8,20,3,-646.509977509605
3,8,20,3,-751.411948846321
3.1,8,20,3,-904.045764565332
3.2,8,20,3,Inf
3.3,8,20,3,Inf
3.4,8,20,3,Inf
3.5,8,20,3,Inf
3.6,8,20,3,Inf
3.7,8,20,3,Inf
3.8,8,20,3,Inf
3.9,8,20,3,Inf
4,8,20,3,Inf
2,9,20,3,-112.072456239093
2.1,9,20,3,-207.69771992318
2.2,9,20,3,-236.354504307584
2.3,9,20,3,-302.847130534612
2.4,9,20,3,-384.70005443615
2.5,9,20,3,-384.70005443615
2.6,9,20,3,-492.107842134221
2.7,9,20,3,-645.201069986435
2.8,9,20,3,-647.441264178426
2.9,9,20,3,-642.768529674504
3,9,20,3,-748.417552534003
3.1,9,20,3,-899.947870473631
3.2,9,20,3,Inf
3.3,9,20,3,Inf
3.4,9,20,3,Inf
3.5,9,20,3,Inf
3.6,9,20,3,Inf
3.7,9,20,3,Inf
3.8,9,20,3,Inf
3.9,9,20,3,Inf
4,9,20,3,Inf
2,10,20,3,-110.992742407479
2.1,10,20,3,-207.541602024015
2.2,10,20,3,-234.899826519144
2.3,10,20,3,-301.059702108102
2.4,10,20,3,-382.689348423901
2.5,10,20,3,-382.689348423901
2.6,10,20,3,-489.140008905459
2.7,10,20,3,-641.209738050914
2.8,10,20,3,-643.558141716616
2.9,10,20,3,-639.492568422611
3,10,20,3,-745.425815971332
3.1,10,20,3,-896.468519497893
3.2,10,20,3,Inf
3.3,10,20,3,Inf
3.4,10,20,3,Inf
3.5,10,20,3,Inf
3.6,10,20,3,Inf
3.7,10,20,3,Inf
3.8,10,20,3,Inf
3.9,10,20,3,Inf
4,10,20,3,Inf
2,11,20,3,-108.071122060894
2.1,11,20,3,-205.28980475257
2.2,11,20,3,-233.151442379767
2.3,11,20,3,-299.285696272318
2.4,11,20,3,-380.681310348605
2.5,11,20,3,-380.681310348605
2.6,11,20,3,-486.303733249191
2.7,11,20,3,-638.189762703354
2.8,11,20,3,-639.965824331863
2.9,11,20,3,-636.320375078172
3,11,20,3,-742.436746251921
3.1,11,20,3,-893.073966601398
3.2,11,20,3,Inf
3.3,11,20,3,Inf
3.4,11,20,3,Inf
3.5,11,20,3,Inf
3.6,11,20,3,Inf
3.7,11,20,3,Inf
3.8,11,20,3,Inf
3.9,11,20,3,Inf
4,11,20,3,Inf
2,12,20,3,-108.158991792579
2.1,12,20,3,-203.8106046286
2.2,12,20,3,-231.547696454512
2.3,12,20,3,-297.492858416032
2.4,12,20,3,-378.675947350752
2.5,12,20,3,-378.675947350752
2.6,12,20,3,-484.062532354142
2.7,12,20,3,-635.218454031486
2.8,12,20,3,-636.426899580564
2.9,12,20,3,-633.228809844443
3,12,20,3,-739.450350507321
3.1,12,20,3,-889.682087582168
3.2,12,20,3,Inf
3.3,12,20,3,Inf
3.4,12,20,3,Inf
3.5,12,20,3,Inf
3.6,12,20,3,Inf
3.7,12,20,3,Inf
3.8,12,20,3,Inf
3.9,12,20,3,Inf
4,12,20,3,Inf
2,13,20,3,-108.672662377813
2.1,13,20,3,-201.948391960895
2.2,13,20,3,-230.02956066223
2.3,13,20,3,-294.911460191182
2.4,13,20,3,-376.385182070006
2.5,13,20,3,-376.673266609178
2.6,13,20,3,-482.658971236177
2.7,13,20,3,-632.213180440666
2.8,13,20,3,-633.312314171433
2.9,13,20,3,-630.458403539503
3,13,20,3,-736.466635907332
3.1,13,20,3,-886.292889609208
3.2,13,20,3,Inf
3.3,13,20,3,Inf
3.4,13,20,3,Inf
3.5,13,20,3,Inf
3.6,13,20,3,Inf
3.7,13,20,3,Inf
3.8,13,20,3,Inf
3.9,13,20,3,Inf
4,13,20,3,Inf
2,14,20,3,-108.078544775981
2.1,14,20,3,-201.456095981037
2.2,14,20,3,-229.21575965293
2.3,14,20,3,-293.93674677456
2.4,14,20,3,-374.898341535567
2.5,14,20,3,-374.673275341371
2.6,14,20,3,-480.164359062452
2.7,14,20,3,-629.242035714143
2.8,14,20,3,-630.245976803827
2.9,14,20,3,-627.765085213125
3,14,20,3,-733.485609660308
3.1,14,20,3,-882.906379890074
3.2,14,20,3,Inf
3.3,14,20,3,Inf
3.4,14,20,3,Inf
3.5,14,20,3,Inf
3.6,14,20,3,Inf
3.7,14,20,3,Inf
3.8,14,20,3,Inf
3.9,14,20,3,Inf
4,14,20,3,Inf
2,3,21,3,-163.908902829163
2.1,3,21,3,-189.224723313493
2.2,3,21,3,-246.039817234218
2.3,3,21,3,-278.247123482036
2.4,3,21,3,-352.84956076068
2.5,3,21,3,-397.956920984263
2.6,3,21,3,-574.746764132346
2.7,3,21,3,-574.746764132346
2.8,3,21,3,-658.722734233154
2.9,3,21,3,-658.278425623515
3,3,21,3,-768.403145628058
3.1,3,21,3,-769.980469348635
3.2,3,21,3,Inf
3.3,3,21,3,Inf
3.4,3,21,3,Inf
3.5,3,21,3,Inf
3.6,3,21,3,Inf
3.7,3,21,3,Inf
3.8,3,21,3,Inf
3.9,3,21,3,Inf
4,3,21,3,Inf
2,4,21,3,-162.511534898723
2.1,4,21,3,-187.758254852381
2.2,4,21,3,-244.419006595917
2.3,4,21,3,-276.539217460225
2.4,4,21,3,-351.502543743448
2.5,4,21,3,-396.870163767773
2.6,4,21,3,-574.526403038513
2.7,4,21,3,-577.383570340805
2.8,4,21,3,-671.507379273188
2.9,4,21,3,-662.355528511972
3,4,21,3,-767.139635454596
3.1,4,21,3,-770.254442672673
3.2,4,21,3,Inf
3.3,4,21,3,Inf
3.4,4,21,3,Inf
3.5,4,21,3,Inf
3.6,4,21,3,Inf
3.7,4,21,3,Inf
3.8,4,21,3,Inf
3.9,4,21,3,Inf
4,4,21,3,Inf
2,5,21,3,-160.879374765783
2.1,5,21,3,-187.106762867994
2.2,5,21,3,-242.971151870716
2.3,5,21,3,-274.833938433195
2.4,5,21,3,-349.034743653388
2.5,5,21,3,-393.267630718263
2.6,5,21,3,-569.521447419163
2.7,5,21,3,-571.676882366301
2.8,5,21,3,-663.327561241632
2.9,5,21,3,-656.613834426388
3,5,21,3,-762.056489469159
3.1,5,21,3,-764.499064782255
3.2,5,21,3,Inf
3.3,5,21,3,Inf
3.4,5,21,3,Inf
3.5,5,21,3,Inf
3.6,5,21,3,Inf
3.7,5,21,3,Inf
3.8,5,21,3,Inf
3.9,5,21,3,Inf
4,5,21,3,Inf
2,6,21,3,-160.320248335172
2.1,6,21,3,-186.125143607836
2.2,6,21,3,-241.944849398722
2.3,6,21,3,-272.392086009475
2.4,6,21,3,-350.6578242013
2.5,6,21,3,-391.531032618546
2.6,6,21,3,-571.129499885367
2.7,6,21,3,-572.962982849032
2.8,6,21,3,-656.690793420749
2.9,6,21,3,-652.354189296268
3,6,21,3,-758.098488360381
3.1,6,21,3,-759.442727720917
3.2,6,21,3,Inf
3.3,6,21,3,Inf
3.4,6,21,3,Inf
3.5,6,21,3,Inf
3.6,6,21,3,Inf
3.7,6,21,3,Inf
3.8,6,21,3,Inf
3.9,6,21,3,Inf
4,6,21,3,Inf
2,7,21,3,-159.072063955894
2.1,7,21,3,-185.420451362918
2.2,7,21,3,-239.572367140095
2.3,7,21,3,-272.096142973073
2.4,7,21,3,-347.231297379298
2.5,7,21,3,-388.529649922969
2.6,7,21,3,-568.793479976049
2.7,7,21,3,-570.012734775693
2.8,7,21,3,-659.802567444615
2.9,7,21,3,-652.179524227335
3,7,21,3,-764.900467817169
3.1,7,21,3,-755.549391485825
3.2,7,21,3,Inf
3.3,7,21,3,Inf
3.4,7,21,3,Inf
3.5,7,21,3,Inf
3.6,7,21,3,Inf
3.7,7,21,3,Inf
3.8,7,21,3,Inf
3.9,7,21,3,Inf
4,7,21,3,Inf
2,8,21,3,-156.948423625628
2.1,8,21,3,-182.707292201911
2.2,8,21,3,-237.962108028801
2.3,8,21,3,-269.733932762176
2.4,8,21,3,-344.224388300647
2.5,8,21,3,-386.7134212829
2.6,8,21,3,-563.592252287612
2.7,8,21,3,-565.089661278332
2.8,8,21,3,-653.949656635281
2.9,8,21,3,-647.465746448921
3,8,21,3,-760.25003988799
3.1,8,21,3,-752.080020115922
3.2,8,21,3,Inf
3.3,8,21,3,Inf
3.4,8,21,3,Inf
3.5,8,21,3,Inf
3.6,8,21,3,Inf
3.7,8,21,3,Inf
3.8,8,21,3,Inf
3.9,8,21,3,Inf
4,8,21,3,Inf
2,9,21,3,-155.703953642072
2.1,9,21,3,-181.414882889076
2.2,9,21,3,-236.575912963608
2.3,9,21,3,-268.039231340083
2.4,9,21,3,-341.715479685805
2.5,9,21,3,-384.70005443615
2.6,9,21,3,-560.006050872452
2.7,9,21,3,-560.87836414641
2.8,9,21,3,-648.914572443953
2.9,9,21,3,-643.287705159585
3,9,21,3,-755.92335723045
3.1,9,21,3,-748.702246439602
3.2,9,21,3,Inf
3.3,9,21,3,Inf
3.4,9,21,3,Inf
3.5,9,21,3,Inf
3.6,9,21,3,Inf
3.7,9,21,3,Inf
3.8,9,21,3,Inf
3.9,9,21,3,Inf
4,9,21,3,Inf
2,10,21,3,-154.941992813907
2.1,10,21,3,-179.510546702797
2.2,10,21,3,-234.963165204871
2.3,10,21,3,-266.347191911137
2.4,10,21,3,-339.543903047709
2.5,10,21,3,-382.689348423901
2.6,10,21,3,-556.910861389256
2.7,10,21,3,-557.505813010604
2.8,10,21,3,-644.414811309176
2.9,10,21,3,-639.492568422611
3,10,21,3,-751.835443492094
3.1,10,21,3,-745.425815971332
3.2,10,21,3,Inf
3.3,10,21,3,Inf
3.4,10,21,3,Inf
3.5,10,21,3,Inf
3.6,10,21,3,Inf
3.7,10,21,3,Inf
3.8,10,21,3,Inf
3.9,10,21,3,Inf
4,10,21,3,Inf
2,11,21,3,-154.259324534749
2.1,11,21,3,-178.514462056984
2.2,11,21,3,-233.147291385424
2.3,11,21,3,-264.730974344176
2.4,11,21,3,-337.653711465377
2.5,11,21,3,-380.681310348605
2.6,11,21,3,-553.918782278848
2.7,11,21,3,-554.415098858123
2.8,11,21,3,-639.893494829014
2.9,11,21,3,-636.320375078172
3,11,21,3,-747.928897384038
3.1,11,21,3,-742.436746251921
3.2,11,21,3,Inf
3.3,11,21,3,Inf
3.4,11,21,3,Inf
3.5,11,21,3,Inf
3.6,11,21,3,Inf
3.7,11,21,3,Inf
3.8,11,21,3,Inf
3.9,11,21,3,Inf
4,11,21,3,Inf
2,12,21,3,-153.584286261955
2.1,12,21,3,-177.876118303925
2.2,12,21,3,-232.019067351794
2.3,12,21,3,-263.626358440854
2.4,12,21,3,-335.766195308686
2.5,12,21,3,-378.675947350752
2.6,12,21,3,-551.009175808095
2.7,12,21,3,-551.427266470135
2.8,12,21,3,-636.604578659391
2.9,12,21,3,-633.228809844443
3,12,21,3,-744.163548035228
3.1,12,21,3,-739.450350507321
3.2,12,21,3,Inf
3.3,12,21,3,Inf
3.4,12,21,3,Inf
3.5,12,21,3,Inf
3.6,12,21,3,Inf
3.7,12,21,3,Inf
3.8,12,21,3,Inf
3.9,12,21,3,Inf
4,12,21,3,Inf
2,13,21,3,-152.988114992478
2.1,13,21,3,-176.955099202109
2.2,13,21,3,-230.966565370155
2.3,13,21,3,-262.590905689811
2.4,13,21,3,-334.055425912532
2.5,13,21,3,-376.673266609178
2.6,13,21,3,-551.620708692917
2.7,13,21,3,-552.315623331482
2.8,13,21,3,-633.461010792336
2.9,13,21,3,-630.458403539503
3,13,21,3,-740.662916591666
3.1,13,21,3,-736.466635907332
3.2,13,21,3,Inf
3.3,13,21,3,Inf
3.4,13,21,3,Inf
3.5,13,21,3,Inf
3.6,13,21,3,Inf
3.7,13,21,3,Inf
3.8,13,21,3,Inf
3.9,13,21,3,Inf
4,13,21,3,Inf
2,14,21,3,-150.197680718472
2.1,14,21,3,-174.108635237633
2.2,14,21,3,-228.35656561635
2.3,14,21,3,-259.887357616854
2.4,14,21,3,-331.999218037751
2.5,14,21,3,-374.673275341371
2.6,14,21,3,-548.519480726621
2.7,14,21,3,-549.124298668462
2.8,14,21,3,-630.371742869573
2.9,14,21,3,-627.765085213125
3,14,21,3,-737.217746406273
3.1,14,21,3,-733.485609660308
3.2,14,21,3,Inf
3.3,14,21,3,Inf
3.4,14,21,3,Inf
3.5,14,21,3,Inf
3.6,14,21,3,Inf
3.7,14,21,3,Inf
3.8,14,21,3,Inf
3.9,14,21,3,Inf
4,14,21,3,Inf
2,3,22,3,-140.297480352135
2.1,3,22,3,-246.039817234218
2.2,3,22,3,-278.247123482036
2.3,3,22,3,-313.627347750986
2.4,3,22,3,-313.627347750986
2.5,3,22,3,-353.010458401974
2.6,3,22,3,-449.036755628609
2.7,3,22,3,-574.899741588237
2.8,3,22,3,-574.899741588237
2.9,3,22,3,-658.616283812768
3,3,22,3,-768.231419511363
3.1,3,22,3,-771.579257542621
3.2,3,22,3,-933.09622339442
3.3,3,22,3,Inf
3.4,3,22,3,Inf
3.5,3,22,3,Inf
3.6,3,22,3,Inf
3.7,3,22,3,Inf
3.8,3,22,3,Inf
3.9,3,22,3,Inf
4,3,22,3,Inf
2,4,22,3,-138.9647666563
2.1,4,22,3,-244.419006595917
2.2,4,22,3,-276.539217460225
2.3,4,22,3,-311.824055260421
2.4,4,22,3,-312.050390507208
2.5,4,22,3,-352.557040799065
2.6,4,22,3,-445.44340461031
2.7,4,22,3,-578.672715307089
2.8,4,22,3,-580.476442029559
2.9,4,22,3,-671.001770340333
3,4,22,3,-766.057512113761
3.1,4,22,3,-769.347237156194
3.2,4,22,3,-929.224964597217
3.3,4,22,3,Inf
3.4,4,22,3,Inf
3.5,4,22,3,Inf
3.6,4,22,3,Inf
3.7,4,22,3,Inf
3.8,4,22,3,Inf
3.9,4,22,3,Inf
