"threshold_sd","threshold_days","moving_average_days","majorLossThresh","aic"
3.1,8,31,1,-645.934493132756
3.2,8,31,1,-645.934493132756
3.3,8,31,1,-751.82285313831
3.4,8,31,1,-907.743180571777
3.5,8,31,1,-907.743180571777
3.6,8,31,1,-1163.57811024149
3.7,8,31,1,-1163.57811024149
3.8,8,31,1,Inf
3.9,8,31,1,Inf
4,8,31,1,Inf
2,9,31,1,-214.27635635989
2.1,9,31,1,-274.039875013587
2.2,9,31,1,-387.996676465127
2.3,9,31,1,-388.191390253742
2.4,9,31,1,-388.191390253742
2.5,9,31,1,-388.191390253742
2.6,9,31,1,-439.885620169049
2.7,9,31,1,-499.242626967941
2.8,9,31,1,-499.492950655274
2.9,9,31,1,-562.003642193598
3,9,31,1,-562.003642193598
3.1,9,31,1,-642.475828590733
3.2,9,31,1,-642.475828590733
3.3,9,31,1,-748.417552534003
3.4,9,31,1,-903.437889789751
3.5,9,31,1,-903.437889789751
3.6,9,31,1,-1159.48507309441
3.7,9,31,1,-1159.48507309441
3.8,9,31,1,Inf
3.9,9,31,1,Inf
4,9,31,1,Inf
2,10,31,1,-212.498078018083
2.1,10,31,1,-272.200794331552
2.2,10,31,1,-385.262211677319
2.3,10,31,1,-385.342189783074
2.4,10,31,1,-385.528881525813
2.5,10,31,1,-384.781983016618
2.6,10,31,1,-436.609772105996
2.7,10,31,1,-495.102402584614
2.8,10,31,1,-495.028465166845
2.9,10,31,1,-558.75669184013
3,10,31,1,-557.738570380895
3.1,10,31,1,-639.178157160952
3.2,10,31,1,-639.178157160952
3.3,10,31,1,-745.425815971332
3.4,10,31,1,-899.318933939463
3.5,10,31,1,-899.318933939463
3.6,10,31,1,-1155.39469554385
3.7,10,31,1,-1155.39469554385
3.8,10,31,1,Inf
3.9,10,31,1,Inf
4,10,31,1,Inf
2,11,31,1,-211.299461897999
2.1,11,31,1,-270.911246803401
2.2,11,31,1,-382.85790254348
2.3,11,31,1,-382.85790254348
2.4,11,31,1,-383.136732528615
2.5,11,31,1,-382.156400618441
2.6,11,31,1,-433.678672870946
2.7,11,31,1,-491.304860071151
2.8,11,31,1,-491.269158236381
2.9,11,31,1,-555.162546478841
3,11,31,1,-555.628401283055
3.1,11,31,1,-636.013513266853
3.2,11,31,1,-635.317618749024
3.3,11,31,1,-742.436746251921
3.4,11,31,1,-895.335873185707
3.5,11,31,1,-895.335873185707
3.6,11,31,1,-1151.30698468219
3.7,11,31,1,-1151.30698468219
3.8,11,31,1,Inf
3.9,11,31,1,Inf
4,11,31,1,Inf
2,12,31,1,-207.341822328893
2.1,12,31,1,-266.37276499556
2.2,12,31,1,-382.232817984778
2.3,12,31,1,-382.723267672333
2.4,12,31,1,-382.723267672333
2.5,12,31,1,-383.060107695329
2.6,12,31,1,-430.94902125031
2.7,12,31,1,-488.2084279631
2.8,12,31,1,-487.841321489287
2.9,12,31,1,-552.595351523574
3,12,31,1,-552.595351523574
3.1,12,31,1,-633.154410358765
3.2,12,31,1,-632.561351708607
3.3,12,31,1,-739.450350507321
3.4,12,31,1,-891.455204282184
3.5,12,31,1,-891.455204282184
3.6,12,31,1,-1147.22194763972
3.7,12,31,1,-1147.22194763972
3.8,12,31,1,Inf
3.9,12,31,1,Inf
4,12,31,1,Inf
2,13,31,1,-206.18873836755
2.1,13,31,1,-264.730432628936
2.2,13,31,1,-379.484585064285
2.3,13,31,1,-379.886381095897
2.4,13,31,1,-379.886381095897
2.5,13,31,1,-380.451014704246
2.6,13,31,1,-427.081036885641
2.7,13,31,1,-485.117491789244
2.8,13,31,1,-485.117491789244
2.9,13,31,1,-549.640125808232
3,13,31,1,-549.640125808232
3.1,13,31,1,-630.458403539503
3.2,13,31,1,-629.863400331195
3.3,13,31,1,-736.466635907332
3.4,13,31,1,-887.653803819515
3.5,13,31,1,-887.653803819515
3.6,13,31,1,-1143.13959158498
3.7,13,31,1,-1143.13959158498
3.8,13,31,1,Inf
3.9,13,31,1,Inf
4,13,31,1,Inf
2,14,31,1,-202.788201697397
2.1,14,31,1,-262.047847745871
2.2,14,31,1,-376.919932595591
2.3,14,31,1,-377.214530101739
2.4,14,31,1,-377.214530101739
2.5,14,31,1,-377.977515037434
2.6,14,31,1,-425.741137945262
2.7,14,31,1,-482.4428287084
2.8,14,31,1,-482.184910663891
2.9,14,31,1,-547.007973647829
3,14,31,1,-546.916328401135
3.1,14,31,1,-627.214082868782
3.2,14,31,1,-627.16937623487
3.3,14,31,1,-733.485609660308
3.4,14,31,1,-883.915198675954
3.5,14,31,1,-883.915198675954
3.6,14,31,1,-1139.05992372505
3.7,14,31,1,-1139.05992372505
3.8,14,31,1,Inf
3.9,14,31,1,Inf
4,14,31,1,Inf
2,3,32,1,-221.00269365398
2.1,3,32,1,-250.018384936657
2.2,3,32,1,-353.870147656867
2.3,3,32,1,-396.99980510549
2.4,3,32,1,-396.819922073005
2.5,3,32,1,-396.042622607835
2.6,3,32,1,-446.808886747227
2.7,3,32,1,-573.946888490112
2.8,3,32,1,-574.127551710697
2.9,3,32,1,-573.309361452087
3,3,32,1,-659.822382557939
3.1,3,32,1,-660.726513005247
3.2,3,32,1,-660.726513005247
3.3,3,32,1,-773.456695573214
3.4,3,32,1,-773.456695573214
3.5,3,32,1,-922.38171184917
3.6,3,32,1,-1184.08294430865
3.7,3,32,1,-1184.08294430865
3.8,3,32,1,Inf
3.9,3,32,1,Inf
4,3,32,1,Inf
2,4,32,1,-219.510319086474
2.1,4,32,1,-247.580111401457
2.2,4,32,1,-351.5594637546
2.3,4,32,1,-394.793356280274
2.4,4,32,1,-394.793356280274
2.5,4,32,1,-395.187809440155
2.6,4,32,1,-445.708704199496
2.7,4,32,1,-575.481212498845
2.8,4,32,1,-575.634797657693
2.9,4,32,1,-575.446418043817
3,4,32,1,-662.022078313416
3.1,4,32,1,-663.903293285013
3.2,4,32,1,-663.903293285013
3.3,4,32,1,-767.03895835125
3.4,4,32,1,-767.03895835125
3.5,4,32,1,-917.553931784619
3.6,4,32,1,-1179.9767142581
3.7,4,32,1,-1179.9767142581
3.8,4,32,1,Inf
3.9,4,32,1,Inf
4,4,32,1,Inf
2,5,32,1,-221.947852268216
2.1,5,32,1,-250.852219326863
2.2,5,32,1,-351.790868248848
2.3,5,32,1,-394.659881853488
2.4,5,32,1,-395.335898588448
2.5,5,32,1,-394.908560005997
2.6,5,32,1,-443.586660683188
2.7,5,32,1,-572.322926106356
2.8,5,32,1,-571.020798867998
2.9,5,32,1,-571.020798867998
3,5,32,1,-656.848737733671
3.1,5,32,1,-658.234807044724
3.2,5,32,1,-658.234807044724
3.3,5,32,1,-762.175393405632
3.4,5,32,1,-762.175393405632
3.5,5,32,1,-913.481143883754
3.6,5,32,1,-1175.87310890065
3.7,5,32,1,-1175.87310890065
3.8,5,32,1,Inf
3.9,5,32,1,Inf
4,5,32,1,Inf
2,6,32,1,-220.626437706416
2.1,6,32,1,-246.908140300911
2.2,6,32,1,-348.256119502561
2.3,6,32,1,-397.395837502593
2.4,6,32,1,-399.60358095333
2.5,6,32,1,-399.531858924825
2.6,6,32,1,-449.860972325212
2.7,6,32,1,-574.232582175092
2.8,6,32,1,-574.232582175092
2.9,6,32,1,-574.232582175092
3,6,32,1,-661.861195654523
3.1,6,32,1,-653.652036331598
3.2,6,32,1,-653.652036331598
3.3,6,32,1,-757.619783072157
3.4,6,32,1,-757.619783072157
3.5,6,32,1,-910.073327808322
3.6,6,32,1,-1171.77213514351
3.7,6,32,1,-1171.77213514351
3.8,6,32,1,Inf
3.9,6,32,1,Inf
4,6,32,1,Inf
2,7,32,1,-215.959117620664
2.1,7,32,1,-244.325342292826
2.2,7,32,1,-348.387428585897
2.3,7,32,1,-393.518396474009
2.4,7,32,1,-393.518396474009
2.5,7,32,1,-393.518396474009
2.6,7,32,1,-444.917517851421
2.7,7,32,1,-569.626066446767
2.8,7,32,1,-569.626066446767
2.9,7,32,1,-569.626066446767
3,7,32,1,-656.460126436883
3.1,7,32,1,-649.621992629751
3.2,7,32,1,-649.621992629751
3.3,7,32,1,-757.865861769982
3.4,7,32,1,-760.954287799718
3.5,7,32,1,-916.948655509084
3.6,7,32,1,-1167.67379993033
3.7,7,32,1,-1167.67379993033
3.8,7,32,1,Inf
3.9,7,32,1,Inf
4,7,32,1,Inf
2,8,32,1,-212.738945157159
2.1,8,32,1,-242.01432963081
2.2,8,32,1,-345.242226110524
2.3,8,32,1,-390.092399630956
2.4,8,32,1,-389.466258246668
2.5,8,32,1,-390.092399630956
2.6,8,32,1,-441.12004017713
2.7,8,32,1,-565.566545345964
2.8,8,32,1,-564.581719962745
2.9,8,32,1,-564.619990918556
3,8,32,1,-651.748520528287
3.1,8,32,1,-645.934493132756
3.2,8,32,1,-645.934493132756
3.3,8,32,1,-753.635429526249
3.4,8,32,1,-756.317933180194
3.5,8,32,1,-911.768944062843
3.6,8,32,1,-1163.57811024149
3.7,8,32,1,-1163.57811024149
3.8,8,32,1,Inf
3.9,8,32,1,Inf
4,8,32,1,Inf
2,9,32,1,-213.679750446317
2.1,9,32,1,-244.011897453768
2.2,9,32,1,-345.335944250714
2.3,9,32,1,-388.322202810784
2.4,9,32,1,-388.358179142352
2.5,9,32,1,-388.322202810784
2.6,9,32,1,-438.235071672696
2.7,9,32,1,-562.003642193598
2.8,9,32,1,-562.003642193598
2.9,9,32,1,-562.003642193598
3,9,32,1,-647.663859938116
3.1,9,32,1,-642.475828590733
3.2,9,32,1,-642.475828590733
3.3,9,32,1,-749.676750160109
3.4,9,32,1,-752.045068717255
3.5,9,32,1,-906.993182793113
3.6,9,32,1,-1159.48507309441
3.7,9,32,1,-1159.48507309441
3.8,9,32,1,Inf
3.9,9,32,1,Inf
4,9,32,1,Inf
2,10,32,1,-211.906102655463
2.1,10,32,1,-242.210825379355
2.2,10,32,1,-342.952085402076
2.3,10,32,1,-385.479583298295
2.4,10,32,1,-385.749491281976
2.5,10,32,1,-385.479583298295
2.6,10,32,1,-435.171638595385
2.7,10,32,1,-558.75669184013
2.8,10,32,1,-558.75669184013
2.9,10,32,1,-558.75669184013
3,10,32,1,-643.978259915316
3.1,10,32,1,-639.178157160952
3.2,10,32,1,-639.178157160952
3.3,10,32,1,-746.072169966718
3.4,10,32,1,-748.151486086807
3.5,10,32,1,-902.499448574976
3.6,10,32,1,-1155.39469554385
3.7,10,32,1,-1155.39469554385
3.8,10,32,1,Inf
3.9,10,32,1,Inf
4,10,32,1,Inf
2,11,32,1,-210.37577862732
2.1,11,32,1,-240.330852326591
2.2,11,32,1,-340.599587441936
2.3,11,32,1,-383.06232998776
2.4,11,32,1,-383.461956563916
2.5,11,32,1,-383.06232998776
2.6,11,32,1,-432.228020596345
2.7,11,32,1,-555.193944765585
2.8,11,32,1,-555.193944765585
2.9,11,32,1,-555.193944765585
3,11,32,1,-640.440468365307
3.1,11,32,1,-636.117416587427
3.2,11,32,1,-635.317618749024
3.3,11,32,1,-742.701849375583
3.4,11,32,1,-744.575918935162
3.5,11,32,1,-898.210679778469
3.6,11,32,1,-1151.30698468219
3.7,11,32,1,-1151.30698468219
3.8,11,32,1,Inf
3.9,11,32,1,Inf
4,11,32,1,Inf
2,12,32,1,-206.345637417479
2.1,12,32,1,-236.272234072155
2.2,12,32,1,-338.276011849759
2.3,12,32,1,-382.79806687024
2.4,12,32,1,-382.79806687024
2.5,12,32,1,-383.104787378829
2.6,12,32,1,-429.382190333126
2.7,12,32,1,-552.315141457448
2.8,12,32,1,-552.595351523574
2.9,12,32,1,-552.178171308433
3,12,32,1,-637.020841174909
3.1,12,32,1,-632.568321177538
3.2,12,32,1,-632.561351708607
3.3,12,32,1,-739.450350507321
3.4,12,32,1,-741.102990555446
3.5,12,32,1,-894.075781512819
3.6,12,32,1,-1147.22194763972
3.7,12,32,1,-1147.22194763972
3.8,12,32,1,Inf
3.9,12,32,1,Inf
4,12,32,1,Inf
2,13,32,1,-206.489376184421
2.1,13,32,1,-234.62884487431
2.2,13,32,1,-335.979190422231
2.3,13,32,1,-379.958184643027
2.4,13,32,1,-379.958184643027
2.5,13,32,1,-380.393709475462
2.6,13,32,1,-426.585217626146
2.7,13,32,1,-549.654213400498
2.8,13,32,1,-549.654213400498
2.9,13,32,1,-549.640125808232
3,13,32,1,-633.697325226035
3.1,13,32,1,-630.458403539503
3.2,13,32,1,-629.863400331195
3.3,13,32,1,-736.466635907332
3.4,13,32,1,-737.709525230945
3.5,13,32,1,-890.059538940455
3.6,13,32,1,-1143.13959158498
3.7,13,32,1,-1143.13959158498
3.8,13,32,1,Inf
3.9,13,32,1,Inf
4,13,32,1,Inf
2,14,32,1,-203.081333037803
2.1,14,32,1,-231.636505587848
2.2,14,32,1,-333.806388271828
2.3,14,32,1,-377.247082290304
2.4,14,32,1,-377.247082290304
2.5,14,32,1,-377.933497718634
2.6,14,32,1,-424.172943931561
2.7,14,32,1,-547.156956330435
2.8,14,32,1,-547.156956330435
2.9,14,32,1,-547.007973647829
3,14,32,1,-630.453178553271
3.1,14,32,1,-627.765085213125
3.2,14,32,1,-627.16937623487
3.3,14,32,1,-733.485609660308
3.4,14,32,1,-734.379012435336
3.5,14,32,1,-886.136893543852
3.6,14,32,1,-1139.05992372505
3.7,14,32,1,-1139.05992372505
3.8,14,32,1,Inf
3.9,14,32,1,Inf
4,14,32,1,Inf
2,3,33,1,-218.734036213341
2.1,3,33,1,-218.734036213341
2.2,3,33,1,-354.100217294623
2.3,3,33,1,-397.236003689994
2.4,3,33,1,-397.183606013232
2.5,3,33,1,-396.819922073005
2.6,3,33,1,-446.808886747227
2.7,3,33,1,-505.755221359926
2.8,3,33,1,-574.387163981447
2.9,3,33,1,-574.040005295581
3,3,33,1,-573.541802854456
3.1,3,33,1,-660.760662481106
3.2,3,33,1,-662.035132913408
3.3,3,33,1,-774.493181103846
3.4,3,33,1,-778.041253768475
3.5,3,33,1,-922.442078165801
3.6,3,33,1,-1184.08294430865
3.7,3,33,1,-1184.08294430865
3.8,3,33,1,Inf
3.9,3,33,1,Inf
4,3,33,1,Inf
2,4,33,1,-217.318935479377
2.1,4,33,1,-216.61602541864
2.2,4,33,1,-351.769496835994
2.3,4,33,1,-394.820256172825
2.4,4,33,1,-394.793356280274
2.5,4,33,1,-395.043053439363
2.6,4,33,1,-445.708704199496
2.7,4,33,1,-505.321166404205
2.8,4,33,1,-575.801656625797
2.9,4,33,1,-575.845642301286
3,4,33,1,-575.446418043817
3.1,4,33,1,-662.084592990062
3.2,4,33,1,-663.774262745462
3.3,4,33,1,-767.849517725018
3.4,4,33,1,-770.5558875865
3.5,4,33,1,-917.60680167799
3.6,4,33,1,-1179.9767142581
3.7,4,33,1,-1179.9767142581
3.8,4,33,1,Inf
3.9,4,33,1,Inf
4,4,33,1,Inf
2,5,33,1,-219.671207065891
2.1,5,33,1,-219.017195202081
2.2,5,33,1,-352.065852192767
2.3,5,33,1,-395.407714614089
2.4,5,33,1,-395.544905359349
2.5,5,33,1,-395.544905359349
2.6,5,33,1,-443.782670146721
2.7,5,33,1,-502.248475147588
2.8,5,33,1,-572.876871085229
2.9,5,33,1,-571.020798867998
3,5,33,1,-571.020798867998
3.1,5,33,1,-656.848737733671
3.2,5,33,1,-658.230737383602
3.3,5,33,1,-763.219790030339
3.4,5,33,1,-765.36114111407
3.5,5,33,1,-913.481143883754
3.6,5,33,1,-1175.87310890065
3.7,5,33,1,-1175.87310890065
3.8,5,33,1,Inf
3.9,5,33,1,Inf
4,5,33,1,Inf
2,6,33,1,-218.303651138146
2.1,6,33,1,-216.718561613422
2.2,6,33,1,-349.669605894239
2.3,6,33,1,-394.830596643104
2.4,6,33,1,-399.021850502206
2.5,6,33,1,-399.662326202719
2.6,6,33,1,-449.860972325212
2.7,6,33,1,-503.503817766568
2.8,6,33,1,-574.232582175092
2.9,6,33,1,-574.232582175092
3,6,33,1,-574.232582175092
3.1,6,33,1,-661.861195654523
3.2,6,33,1,-653.652036331598
3.3,6,33,1,-759.143820993453
3.4,6,33,1,-758.261053807534
3.5,6,33,1,-910.073327808322
3.6,6,33,1,-1171.77213514351
3.7,6,33,1,-1171.77213514351
3.8,6,33,1,Inf
3.9,6,33,1,Inf
4,6,33,1,Inf
2,7,33,1,-215.279561756348
2.1,7,33,1,-214.930889103231
2.2,7,33,1,-349.204244540707
2.3,7,33,1,-395.986275690225
2.4,7,33,1,-393.518396474009
2.5,7,33,1,-393.518396474009
2.6,7,33,1,-444.917517851421
2.7,7,33,1,-499.464147349867
2.8,7,33,1,-569.626066446767
2.9,7,33,1,-569.697219403288
3,7,33,1,-569.947074713206
3.1,7,33,1,-656.460126436883
3.2,7,33,1,-649.621992629751
3.3,7,33,1,-758.439747589954
3.4,7,33,1,-759.979129270377
3.5,7,33,1,-916.948655509084
3.6,7,33,1,-1167.67379993033
3.7,7,33,1,-1167.67379993033
3.8,7,33,1,Inf
3.9,7,33,1,Inf
4,7,33,1,Inf
2,8,33,1,-212.093846148927
2.1,8,33,1,-210.520042897644
2.2,8,33,1,-345.86712586073
2.3,8,33,1,-392.097014687345
2.4,8,33,1,-390.092399630956
2.5,8,33,1,-390.092399630956
2.6,8,33,1,-441.12004017713
2.7,8,33,1,-495.879216930503
2.8,8,33,1,-565.566545345964
2.9,8,33,1,-565.27571229691
3,8,33,1,-565.45834932563
3.1,8,33,1,-651.748520528287
3.2,8,33,1,-645.934493132756
3.3,8,33,1,-754.077790380923
3.4,8,33,1,-755.413453129402
3.5,8,33,1,-911.768944062843
3.6,8,33,1,-1163.57811024149
3.7,8,33,1,-1163.57811024149
3.8,8,33,1,Inf
3.9,8,33,1,Inf
4,8,33,1,Inf
2,9,33,1,-211.028290763681
2.1,9,33,1,-210.911623829021
2.2,9,33,1,-345.607054661435
2.3,9,33,1,-389.275142337217
2.4,9,33,1,-388.45946686859
2.5,9,33,1,-388.45946686859
2.6,9,33,1,-438.33024116085
2.7,9,33,1,-493.498608081777
2.8,9,33,1,-562.003642193598
2.9,9,33,1,-561.090262233733
3,9,33,1,-561.217882176471
3.1,9,33,1,-647.663859938116
3.2,9,33,1,-642.475828590733
3.3,9,33,1,-750.027506466544
3.4,9,33,1,-751.205309960144
3.5,9,33,1,-906.993182793113
3.6,9,33,1,-1159.48507309441
3.7,9,33,1,-1159.48507309441
3.8,9,33,1,Inf
3.9,9,33,1,Inf
4,9,33,1,Inf
2,10,33,1,-208.890707293367
2.1,10,33,1,-209.128561056415
2.2,10,33,1,-343.206293975815
2.3,10,33,1,-386.21296948255
2.4,10,33,1,-385.704550965941
2.5,10,33,1,-385.704550965941
2.6,10,33,1,-435.263480859641
2.7,10,33,1,-490.873688052297
2.8,10,33,1,-558.75669184013
2.9,10,33,1,-558.75669184013
3,10,33,1,-558.75669184013
3.1,10,33,1,-643.978259915316
3.2,10,33,1,-639.178157160952
3.3,10,33,1,-746.195438252496
3.4,10,33,1,-747.247136456442
3.5,10,33,1,-902.499448574976
3.6,10,33,1,-1155.39469554385
3.7,10,33,1,-1155.39469554385
3.8,10,33,1,Inf
3.9,10,33,1,Inf
4,10,33,1,Inf
2,11,33,1,-208.480341314406
2.1,11,33,1,-208.768389207928
2.2,11,33,1,-340.838387066948
2.3,11,33,1,-383.302203698963
2.4,11,33,1,-383.273689134386
2.5,11,33,1,-383.273689134386
2.6,11,33,1,-432.316622403677
2.7,11,33,1,-488.412061300838
2.8,11,33,1,-555.628401283055
2.9,11,33,1,-555.628401283055
3,11,33,1,-555.229195120172
3.1,11,33,1,-640.440468365307
3.2,11,33,1,-635.853098461423
3.3,11,33,1,-742.701849375583
3.4,11,33,1,-743.470903255489
3.5,11,33,1,-898.210679778469
3.6,11,33,1,-1151.30698468219
3.7,11,33,1,-1151.30698468219
3.8,11,33,1,Inf
3.9,11,33,1,Inf
4,11,33,1,Inf
2,12,33,1,-208.710898284607
2.1,12,33,1,-207.703371285627
2.2,12,33,1,-339.166579003973
2.3,12,33,1,-383.731454373146
2.4,12,33,1,-382.876748311504
2.5,12,33,1,-382.876748311504
2.6,12,33,1,-429.467635778907
2.7,12,33,1,-486.127375727135
2.8,12,33,1,-552.595351523574
2.9,12,33,1,-552.595351523574
3,12,33,1,-552.21327354463
3.1,12,33,1,-637.020841174909
3.2,12,33,1,-633.154410358765
3.3,12,33,1,-739.450350507321
3.4,12,33,1,-739.450350507321
3.5,12,33,1,-894.075781512819
3.6,12,33,1,-1147.22194763972
3.7,12,33,1,-1147.22194763972
3.8,12,33,1,Inf
3.9,12,33,1,Inf
4,12,33,1,Inf
2,13,33,1,-206.23171574439
2.1,13,33,1,-205.549947543364
2.2,13,33,1,-336.190995324518
2.3,13,33,1,-380.804525771943
2.4,13,33,1,-380.033761804078
2.5,13,33,1,-380.033761804078
2.6,13,33,1,-426.585217626146
2.7,13,33,1,-483.945869658681
2.8,13,33,1,-549.640125808232
2.9,13,33,1,-549.640125808232
3,13,33,1,-549.640125808232
3.1,13,33,1,-633.459557501608
3.2,13,33,1,-630.458403539503
3.3,13,33,1,-736.466635907332
3.4,13,33,1,-736.466635907332
3.5,13,33,1,-890.059538940455
3.6,13,33,1,-1143.13959158498
3.7,13,33,1,-1143.13959158498
3.8,13,33,1,Inf
3.9,13,33,1,Inf
4,13,33,1,Inf
2,14,33,1,-202.440036294789
2.1,14,33,1,-202.024155960747
2.2,14,33,1,-334.009465761389
2.3,14,33,1,-377.977250642869
2.4,14,33,1,-377.321476544094
2.5,14,33,1,-377.321476544094
2.6,14,33,1,-424.330873877998
2.7,14,33,1,-481.872944089648
2.8,14,33,1,-546.953227203107
2.9,14,33,1,-546.113277233382
3,14,33,1,-546.814219572057
3.1,14,33,1,-630.643355049614
3.2,14,33,1,-627.765085213125
3.3,14,33,1,-733.485609660308
3.4,14,33,1,-733.485609660308
3.5,14,33,1,-886.136893543852
3.6,14,33,1,-1139.05992372505
3.7,14,33,1,-1139.05992372505
3.8,14,33,1,Inf
3.9,14,33,1,Inf
4,14,33,1,Inf
2,3,34,1,-216.957582648604
2.1,3,34,1,-246.389603630751
2.2,3,34,1,-313.627347750986
2.3,3,34,1,-397.149410732193
2.4,3,34,1,-396.819922073005
2.5,3,34,1,-396.819922073005
2.6,3,34,1,-446.808886747227
2.7,3,34,1,-504.677135586997
2.8,3,34,1,-574.254552602746
2.9,3,34,1,-574.597354677071
3,3,34,1,-574.201145875299
3.1,3,34,1,-662.070790067114
3.2,3,34,1,-662.180349019531
3.3,3,34,1,-772.958907865008
3.4,3,34,1,-778.041253768475
3.5,3,34,1,-778.041253768475
3.6,3,34,1,-922.506435671035
3.7,3,34,1,-1184.08294430865
3.8,3,34,1,Inf
3.9,3,34,1,Inf
4,3,34,1,Inf
2,4,34,1,-215.328845322152
2.1,4,34,1,-245.580908338841
2.2,4,34,1,-311.824055260421
2.3,4,34,1,-394.793356280274
2.4,4,34,1,-394.793356280274
2.5,4,34,1,-394.728036382578
2.6,4,34,1,-445.708704199496
2.7,4,34,1,-505.321166404205
2.8,4,34,1,-575.634797657693
2.9,4,34,1,-575.801656625797
3,4,34,1,-575.446418043817
3.1,4,34,1,-662.30619526761
3.2,4,34,1,-664.057340161049
3.3,4,34,1,-766.660440854007
3.4,4,34,1,-770.5558875865
3.5,4,34,1,-770.5558875865
3.6,4,34,1,-917.663125071579
3.7,4,34,1,-1179.9767142581
3.8,4,34,1,Inf
3.9,4,34,1,Inf
4,4,34,1,Inf
2,5,34,1,-216.970353710152
2.1,5,34,1,-243.471925782339
2.2,5,34,1,-310.023389351697
2.3,5,34,1,-393.906685124114
2.4,5,34,1,-392.769416369843
2.5,5,34,1,-392.769416369843
2.6,5,34,1,-441.181227707757
2.7,5,34,1,-503.191030270394
2.8,5,34,1,-574.032245753335
2.9,5,34,1,-574.032245753335
3,5,34,1,-571.020798867998
3.1,5,34,1,-656.882334084141
3.2,5,34,1,-658.382112465708
3.3,5,34,1,-762.20956249739
3.4,5,34,1,-765.36114111407
3.5,5,34,1,-765.36114111407
3.6,5,34,1,-913.481143883754
3.7,5,34,1,-1175.87310890065
3.8,5,34,1,Inf
3.9,5,34,1,Inf
4,5,34,1,Inf
2,6,34,1,-216.287968010482
2.1,6,34,1,-244.63961225676
2.2,6,34,1,-309.076679072102
2.3,6,34,1,-393.887378310461
2.4,6,34,1,-397.395837502593
2.5,6,34,1,-399.021850502206
2.6,6,34,1,-449.860972325212
2.7,6,34,1,-503.755101297626
2.8,6,34,1,-575.379838426094
2.9,6,34,1,-575.379838426094
3,6,34,1,-574.232582175092
3.1,6,34,1,-661.861195654523
3.2,6,34,1,-653.694467759909
3.3,6,34,1,-758.21272705858
3.4,6,34,1,-758.261053807534
3.5,6,34,1,-758.261053807534
3.6,6,34,1,-910.073327808322
3.7,6,34,1,-1171.77213514351
3.8,6,34,1,Inf
3.9,6,34,1,Inf
4,6,34,1,Inf
2,7,34,1,-216.421168056643
2.1,7,34,1,-244.735762698564
2.2,7,34,1,-309.681413429846
2.3,7,34,1,-394.65123978477
2.4,7,34,1,-393.518396474009
2.5,7,34,1,-393.518396474009
2.6,7,34,1,-444.917517851421
2.7,7,34,1,-499.464147349867
2.8,7,34,1,-570.796391020565
2.9,7,34,1,-570.89662332135
3,7,34,1,-569.697219403288
3.1,7,34,1,-656.460126436883
3.2,7,34,1,-649.621992629751
3.3,7,34,1,-755.247795067389
3.4,7,34,1,-759.979129270377
3.5,7,34,1,-763.085484565709
3.6,7,34,1,-916.948655509084
3.7,7,34,1,-1167.67379993033
3.8,7,34,1,Inf
3.9,7,34,1,Inf
4,7,34,1,Inf
2,8,34,1,-212.987719993523
2.1,8,34,1,-241.472319094802
2.2,8,34,1,-306.004380825154
2.3,8,34,1,-390.927039677106
2.4,8,34,1,-390.092399630956
2.5,8,34,1,-390.092399630956
2.6,8,34,1,-441.12004017713
2.7,8,34,1,-495.879216930503
2.8,8,34,1,-565.69704621044
2.9,8,34,1,-565.769698505695
3,8,34,1,-565.27571229691
3.1,8,34,1,-651.748520528287
3.2,8,34,1,-645.934493132756
3.3,8,34,1,-751.79860907678
3.4,8,34,1,-755.413453129402
3.5,8,34,1,-758.10939973775
3.6,8,34,1,-911.768944062843
3.7,8,34,1,-1163.57811024149
3.8,8,34,1,Inf
3.9,8,34,1,Inf
4,8,34,1,Inf
2,9,34,1,-210.070599692435
2.1,9,34,1,-238.662765760711
2.2,9,34,1,-303.342556639231
2.3,9,34,1,-388.162960337548
2.4,9,34,1,-387.100054309432
2.5,9,34,1,-387.100054309432
2.6,9,34,1,-437.821933008068
2.7,9,34,1,-492.704807529068
2.8,9,34,1,-562.003642193598
2.9,9,34,1,-562.003642193598
3,9,34,1,-561.090262233733
3.1,9,34,1,-647.663859938116
3.2,9,34,1,-642.475828590733
3.3,9,34,1,-748.615765438174
3.4,9,34,1,-751.205309960144
3.5,9,34,1,-753.584232268553
3.6,9,34,1,-906.993182793113
3.7,9,34,1,-1159.48507309441
3.8,9,34,1,Inf
3.9,9,34,1,Inf
4,9,34,1,Inf
2,10,34,1,-208.188311404033
2.1,10,34,1,-236.659864880383
2.2,10,34,1,-301.249085127377
2.3,10,34,1,-384.664703064146
2.4,10,34,1,-384.390768757906
2.5,10,34,1,-384.781406938616
2.6,10,34,1,-434.850727273761
2.7,10,34,1,-489.790889782562
2.8,10,34,1,-558.75669184013
2.9,10,34,1,-558.75669184013
3,10,34,1,-558.75669184013
3.1,10,34,1,-643.978259915316
3.2,10,34,1,-637.736696708544
3.3,10,34,1,-745.447384209411
3.4,10,34,1,-747.247136456442
3.5,10,34,1,-749.373643660298
3.6,10,34,1,-902.499448574976
3.7,10,34,1,-1155.39469554385
3.8,10,34,1,Inf
3.9,10,34,1,Inf
4,10,34,1,Inf
2,11,34,1,-208.544159662885
2.1,11,34,1,-235.774546527855
